gene	red1	red2	red3	white1	white2	white3	log2fold	p.value	q.value
VIT_206s0004g04050.1	0	2	0	4	0	0	1.127050042	0.721137666	1
VIT_213s0106g00700.1	2023	1837	1734	1802	1650	1780	-0.004312748	0.969065382	0.98370376
VIT_213s0067g02380.1	0	1	2	0	0	0	-2.454274415	0.525085893	1
VIT_209s0002g04230.1	1144	889	639	841	768	877	0.008508274	0.958743988	0.978614274
VIT_216s0022g02420.1	4	1	8	1	1	0	-2.644481795	0.130782299	0.274938395
VIT_216s0098g01560.1	5	2	4	5	2	14	1.024717902	0.354368947	0.541340891
VIT_200s0194g00270.1	2429	1903	1961	1634	1453	1886	-0.244746746	0.068418958	0.170166741
VIT_208s0056g01180.2	1262	1110	1030	972	1110	953	-0.072143276	0.533297201	0.7020499
VIT_208s0040g02370.1	672	664	567	722	505	459	-0.074530392	0.719532167	0.837019868
VIT_200s0120g00005.1	0	2	2	0	1	2	-0.422087059	0.851143232	1
VIT_214s0066g00760.1	71	82	76	11	13	19	-2.337239853	1.24E-08	2.38E-07
VIT_216s0039g00910.1	397	354	390	224	210	285	-0.583019385	0.001970417	0.009695312
VIT_204s0023g00450.1	0	0	0	0	1	0	1.049694586	0.796987123	1
VIT_208s0056g00080.2	2922	2948	2694	2866	3133	3203	0.188354886	0.077595358	0.187269084
VIT_218s0001g11030.1	1484	1073	1412	518	763	678	-0.937766336	1.81E-07	2.74E-06
VIT_203s0063g01240.1	18	4	0	0	0	2	-3.263199936	0.100720856	0.226551477
VIT_200s0285g00090.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_203s0088g00060.1	38	10	22	8	13	20	-0.661732555	0.315375599	0.501867673
VIT_212s0028g02670.1	1436	1135	1191	1030	1161	1156	-0.077040669	0.496670374	0.671383341
VIT_219s0177g00285.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_211s0016g01690.3	1722	1119	1105	962	1233	1279	-0.080553292	0.607061763	0.759789133
VIT_206s0004g03200.1	0	0	0	4	0	0	3.007786481	0.448679929	1
VIT_216s0013g01760.1	29	31	28	10	31	64	0.318259295	0.598788329	0.753329463
VIT_211s0016g01680.1	14	17	15	4	2	9	-1.540869522	0.056225259	0.146916635
VIT_218s0001g14100.1	724	712	616	840	734	703	0.244294314	0.097620892	0.221258952
VIT_218s0089g00870.1	1345	1260	1178	1385	1406	1394	0.235513816	0.027738212	0.084460284
VIT_218s0075g00240.1	152	70	70	59	82	58	-0.429717258	0.216263694	0.389209205
VIT_210s0003g02510.1	24	10	14	10	9	10	-0.611696809	0.354220743	0.54120082
VIT_208s0007g06060.1	107766	125759	117164	12808	53179	83158	-1.181234257	0.047388304	0.128447695
VIT_212s0034g00760.1	36	21	43	5	12	17	-1.492585876	0.014130913	0.049104814
VIT_206s0004g05380.1	3290	2807	2776	3339	3026	3460	0.24009222	0.029569534	0.088941714
VIT_209s0002g02210.1	0	1	0	0	0	2	0.954866526	0.810665231	1
VIT_214s0108g00510.1	6445	4803	4125	3980	3748	3251	-0.375306068	0.008183423	0.031544014
VIT_213s0084g00160.1	2163	1871	1984	1660	1584	1705	-0.193712375	0.096715967	0.219894266
VIT_216s0050g00260.1	0	0	0	4	0	0	3.007786481	0.448679929	1
VIT_214s0006g02760.2	1024	1366	1403	2331	2499	2781	1.0686718	1.79E-08	3.33E-07
VIT_205s0049g01340.1	1	0	3	0	0	1	-1.872407456	0.516049867	1
VIT_218s0001g00140.1	1633	877	902	666	512	435	-0.954219249	3.70E-05	0.000316058
VIT_208s0056g00640.1	1144	1100	1224	1501	1754	1968	0.666331165	9.12E-06	9.19E-05
VIT_200s0347g00102.1	80	39	62	8	17	16	-2.050194459	1.91E-05	0.000175856
VIT_215s0021g01130.1	199	239	200	256	246	222	0.26715132	0.188340374	0.353782557
VIT_208s0007g02850.1	59	45	28	9	5	10	-2.340887072	2.10E-05	0.000191424
VIT_218s0122g01300.1	17	12	10	5	4	5	-1.368436942	0.080869051	0.193129981
VIT_201s0026g00480.1	2	0	0	0	0	0	-1.619158059	0.689479719	1
VIT_205s0136g00380.1	44	51	39	28	37	39	-0.281938502	0.453324483	0.633759001
VIT_213s0019g00340.1	3214	2781	2288	2080	2294	2162	-0.242954589	0.018067829	0.059821282
VIT_203s0063g00740.1	4	1	0	6	4	7	1.936015103	0.152102579	0.306177336
VIT_205s0062g00010.11	3679	2617	2620	1907	2598	2490	-0.253341608	0.066310181	0.16603595
VIT_206s0004g05660.1	93	66	51	11	11	17	-2.319573913	7.49E-08	1.23E-06
VIT_219s0027g00150.1	0	2	0	0	1	0	-0.829884768	0.835642734	1
VIT_218s0001g15650.1	714	606	467	790	760	616	0.384321241	0.021304099	0.068247698
VIT_201s0011g00080.2	22	11	20	31	31	24	0.793620104	0.117845134	0.25463734
VIT_219s0090g00420.3	23868	20521	20005	12987	8597	8409	-0.999640389	9.81E-08	1.57E-06
VIT_208s0007g05350.1	7734	7133	5644	10752	9474	8862	0.606251655	3.97E-06	4.36E-05
VIT_206s0004g05670.1	286	103	100	121	97	82	-0.55329852	0.140712807	0.290470976
VIT_208s0040g01300.1	624	523	445	446	439	397	-0.211276698	0.146468784	0.297995851
VIT_219s0138g00120.1	1521	1529	1044	1072	2467	1838	0.480059074	0.046335355	0.126170941
VIT_206s0009g03350.1	10	0	4	0	2	2	-1.675584167	0.340337732	0.527416859
VIT_211s0052g01850.1	3603	2808	2589	2637	2806	2757	-0.034396292	0.729387486	0.843133886
VIT_205s0020g00480.6	556	591	556	530	471	560	-0.041858028	0.791976196	0.885528252
VIT_213s0101g00500.1	124	127	105	139	122	68	-0.015131122	0.961705694	0.980256141
VIT_214s0006g00630.2	3789	3212	3155	3344	2994	3118	-0.007930581	0.943478198	0.971126337
VIT_206s0004g04290.1	252	217	166	130	155	149	-0.449410241	0.023359987	0.073453928
VIT_214s0030g01950.1	942	905	1020	1272	1336	1914	0.731572747	7.10E-05	0.00055652
VIT_214s0128g00710.1	2947	2666	2755	3031	4043	4064	0.493327296	0.000190417	0.001307648
VIT_216s0039g02790.1	11	5	3	0	3	2	-1.801705216	0.177037881	0.339810688
VIT_200s0262g00110.1	32	24	28	12	17	24	-0.580089014	0.248839639	0.428390112
VIT_217s0000g09590.1	0	2	0	0	0	1	-0.829885	0.835649144	1
VIT_207s0005g03250.1	0	2	0	1	0	0	-0.829834723	0.834268046	1
VIT_219s0135g00230.1	3224	3260	3282	3093	3282	3141	0.043686553	0.719676685	0.837026187
VIT_205s0020g00010.1	373	281	288	200	305	274	-0.183147089	0.339182431	0.526357073
VIT_217s0000g05050.1	1671	1348	1251	1340	1280	1197	-0.061547577	0.608205174	0.760459158
VIT_205s0094g00220.1	487	315	276	55	78	124	-1.964140441	7.57E-12	2.48E-10
VIT_202s0154g00130.1	182	129	144	184	159	160	0.244187715	0.258367858	0.439111016
VIT_215s0024g00760.1	2	0	0	0	1	0	-0.657377047	0.871131342	1
VIT_218s0089g01200.1	35	25	36	12	10	19	-1.145533837	0.029250518	0.08819427
VIT_215s0048g01260.1	179	124	117	147	149	172	0.25925699	0.230273905	0.406277598
VIT_219s0027g00390.1	1021	862	778	783	828	842	-0.021613532	0.844254485	0.917529624
VIT_215s0046g03410.1	426	411	299	318	314	310	-0.17096273	0.293877283	0.479312528
VIT_201s0127g00410.2	1623	1427	1332	868	759	851	-0.727477071	3.00E-09	6.40E-08
VIT_215s0046g00970.1	0	1	0	0	0	0	-0.873858765	0.830425212	1
VIT_219s0014g04020.1	1	1	0	0	0	0	-1.707352066	0.672872996	1
VIT_212s0028g02170.1	3189	2169	2190	1806	1653	1787	-0.418887014	0.001747347	0.008760475
VIT_218s0089g01210.1	1128	988	883	1702	1256	999	0.505252817	0.013550898	0.047531879
VIT_204s0044g00510.1	2991	2099	2189	1265	1481	1614	-0.642179867	9.41E-07	1.20E-05
VIT_211s0016g01450.1	0	0	2	6	8	2	3.023036681	0.076367407	0.184989421
VIT_204s0044g01330.1	781	710	723	572	779	819	0.052144387	0.738003895	0.848434998
VIT_200s0817g00010.1	7	6	15	22	28	15	1.271953518	0.057931977	0.150208101
VIT_207s0197g00170.1	4	8	2	4	12	10	0.974971158	0.310854716	0.497663787
VIT_219s0027g01050.1	62	59	55	77	65	61	0.299535305	0.32431364	0.510783205
VIT_213s0019g01920.1	2	0	4	0	2	0	-1.56254651	0.530048315	1
VIT_201s0011g01430.1	1	11	2	2	2	1	-1.418299529	0.329854804	0.516780252
VIT_200s0533g00040.1	420	291	300	270	266	308	-0.159878585	0.349694547	0.536699289
VIT_200s0662g00040.1	11350	10023	8372	7219	8230	7650	-0.26831195	0.004162081	0.018196271
VIT_218s0001g03630.1	63	31	29	32	26	40	-0.204938598	0.639446386	0.783225402
VIT_214s0006g03220.1	29	30	26	38	36	23	0.284155243	0.518357661	0.689723921
VIT_219s0014g00100.1	132	190	160	240	246	274	0.730205376	0.001568788	0.008017024
VIT_202s0025g00960.1	12	6	6	14	17	15	1.051126619	0.119266902	0.25677288
VIT_214s0006g02240.2	26046	18841	18103	15784	17842	15876	-0.245181049	0.028753705	0.086952534
VIT_200s0582g00010.1	2	2	0	2	0	2	0.156787206	0.94151301	1
VIT_208s0040g03170.1	154	104	116	105	107	96	-0.180291371	0.452185358	0.632520015
VIT_203s0063g00460.1	634	891	1276	25	12	13	-5.752267359	1.38E-52	1.07E-49
VIT_216s0013g02080.1	13	24	14	11	5	14	-0.684923466	0.324938742	0.511458985
VIT_201s0011g04500.1	2273	2142	2382	2412	2357	2403	0.158686793	0.234326114	0.411120366
VIT_201s0010g00560.1	2005	1777	1922	1589	1710	1956	-0.035415375	0.780785583	0.878757564
VIT_209s0018g01760.1	613	558	498	572	661	661	0.273369482	0.027473875	0.08378006
VIT_201s0011g02700.1	5	6	0	2	10	4	0.660812675	0.612729611	0.763656089
VIT_218s0041g01050.1	15	15	18	25	13	19	0.334420452	0.560405814	0.724059879
VIT_215s0046g01040.1	60	38	28	15	8	4	-2.087266451	0.000491141	0.002977664
VIT_206s0004g01851.1	23	31	15	10	10	24	-0.560387406	0.360867511	0.547774008
VIT_212s0028g00970.1	0	0	0	0	1	0	1.049694586	0.796987123	1
VIT_217s0000g05420.1	25	12	35	8	2	0	-2.751833803	0.004504106	0.019367854
VIT_208s0007g05720.1	1001	1401	735	1375	1599	1119	0.477119024	0.033598613	0.098353496
VIT_208s0058g01440.1	2190	1885	1819	2189	2148	2102	0.221351599	0.030877123	0.091982208
VIT_200s1543g00010.1	78	50	34	90	58	58	0.477198881	0.208349099	0.379154936
VIT_215s0048g00410.1	0	1	0	0	0	1	0.087921914	0.982809318	1
VIT_212s0028g03920.1	67	62	72	33	54	83	-0.172248138	0.654132459	0.793425066
VIT_212s0055g00500.1	35	18	15	2	6	4	-2.384533806	0.001715889	0.008629662
VIT_202s0012g01630.1	3192	2644	2789	2222	2175	2074	-0.32263929	0.004424929	0.019115253
VIT_204s0210g00210.1	913	746	602	505	638	552	-0.314951679	0.029350753	0.088401767
VIT_205s0029g00802.1	3	1	5	0	9	4	0.564261963	0.697344714	0.822240933
VIT_206s0004g07590.1	39	35	15	30	16	23	-0.240041496	0.649060218	0.790296115
VIT_210s0116g00520.2	6	12	2	4	9	3	-0.224357354	0.8292064	0.908510915
VIT_216s0100g00490.3	560	409	330	356	368	331	-0.189970399	0.271627033	0.454177831
VIT_213s0073g00260.1	0	0	0	1	0	0	1.049694586	0.796987123	1
VIT_205s0124g00550.2	1219	1007	945	1024	1039	1028	0.05953326	0.581524285	0.740377521
VIT_207s0141g01010.1	0	0	0	4	4	0	3.96176269	0.146405926	1
VIT_218s0041g02410.1	904	1053	1140	1046	1537	1772	0.553381555	0.008628802	0.032866829
VIT_219s0027g00780.1	15181	11759	10782	10306	10632	11179	-0.13136442	0.172905591	0.334215848
VIT_214s0060g02400.2	3312	2511	2774	1946	2428	2404	-0.253662346	0.040951192	0.114601229
VIT_209s0002g05265.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_201s0010g03920.1	3677	3490	3546	2507	2842	2729	-0.324536045	0.003633394	0.016260701
VIT_208s0040g01740.1	5	4	1	16	11	9	1.980806929	0.029791156	0.089441013
VIT_218s0041g02400.1	21	9	12	11	15	27	0.440064207	0.491771996	0.666803327
VIT_200s0260g00070.1	852	955	1002	762	585	654	-0.410271856	0.030805081	0.091827582
VIT_207s0031g01110.1	6	8	9	3	4	7	-0.65603425	0.475972057	0.653887891
VIT_215s0045g01510.1	5	1	2	0	2	2	-0.883468698	0.605724587	1
VIT_217s0000g09750.3	882	752	682	673	850	674	0.017897333	0.896360865	0.946341941
VIT_200s0199g00300.1	1569	1526	1256	1649	1234	1130	-0.015421345	0.931235831	0.964383206
VIT_218s0041g00675.1	60	47	46	45	62	73	0.324921578	0.324540617	0.511020425
VIT_213s0067g02440.1	2348	1893	1674	1891	1788	1597	-0.061473477	0.632063351	0.777762003
VIT_208s0007g03270.1	673	511	620	544	496	384	-0.247709454	0.20133499	0.370736357
VIT_216s0050g02120.1	44	73	50	19	44	42	-0.60573066	0.171154728	0.3320862
VIT_200s0270g00130.1	40	18	22	41	48	82	1.203358459	0.007200787	0.028458027
VIT_208s0007g03260.1	1967	3165	1491	2120	2285	1609	-0.04708083	0.849340554	0.920623325
VIT_200s0459g00030.2	26	18	14	20	6	14	-0.410743563	0.525727116	0.695664419
VIT_201s0010g02760.1	4159	3860	3482	3395	3596	3870	0.007426599	0.936645148	0.967193529
VIT_207s0104g00590.2	15032	14076	12109	13230	11918	11373	-0.07783322	0.505443166	0.679172829
VIT_200s0899g00005.1	0	0	0	0	1	0	1.049694586	0.796987123	1
VIT_204s0008g03600.2	5266	4631	4794	5274	5195	5678	0.224039562	0.032684721	0.096228845
VIT_200s0218g00170.1	1768	1707	1722	1292	1162	1471	-0.320936104	0.021956455	0.069896319
VIT_218s0001g03580.1	20488	15445	11438	12654	10096	10030	-0.412110525	0.015348501	0.052541075
VIT_205s0062g01020.1	121	86	71	86	93	80	0.006230301	0.981428924	0.990859255
VIT_213s0084g00360.1	302	348	339	302	486	492	0.440388456	0.045224214	0.123759091
VIT_215s0021g02060.1	58	69	54	11	14	38	-1.449475855	0.003983333	0.017537415
VIT_218s0001g05720.1	17332	14478	11824	14312	14185	13201	0.038506212	0.729017248	0.842917569
VIT_202s0025g02560.1	12354	13443	13937	15125	11384	11677	0.025052284	0.887044147	0.941108929
VIT_201s0011g06150.1	6137	6289	6158	6442	7583	7544	0.293833828	0.014300807	0.049595664
VIT_203s0038g02860.1	2398	2433	2165	2953	3230	3127	0.498512729	2.49E-06	2.90E-05
VIT_215s0021g02070.1	937	737	832	588	406	531	-0.621205491	0.00080652	0.004546847
VIT_214s0066g01080.4	25027	18464	15245	16653	16070	15343	-0.177825769	0.17405643	0.335880559
VIT_201s0113g00450.1	140	80	99	79	57	71	-0.516177479	0.086569246	0.202700259
VIT_208s0007g08010.1	1379	1383	1063	963	1320	1187	-0.050841098	0.719849025	0.83709688
VIT_219s0014g05040.2	661	444	514	494	476	494	-0.046428661	0.767801501	0.869765479
VIT_219s0014g00540.1	0	6	4	2	0	0	-2.260016017	0.307417532	1
VIT_213s0084g00570.1	24	16	50	17	29	65	0.33292831	0.597519939	0.752069966
VIT_203s0017g01690.2	13579	10123	7796	12743	20071	19665	0.839989231	2.19E-06	2.58E-05
VIT_204s0023g03560.5	722	627	567	475	536	609	-0.150113872	0.263915426	0.445619574
VIT_217s0000g02970.1	1684	1624	1542	1989	2072	2475	0.51518193	2.91E-05	0.000256199
VIT_217s0119g00050.1	6865	6071	4563	7465	5685	5350	0.190700812	0.261334254	0.442522596
VIT_217s0000g08940.2	1614	1462	1079	1262	1405	1271	0.023703259	0.853911535	0.922964026
VIT_200s0471g00050.1	73	36	33	5	2	0	-4.202637052	8.76E-08	1.41E-06
VIT_208s0007g06780.2	1258	1277	1208	1160	1061	1033	-0.114819601	0.401641121	0.586186675
VIT_209s0002g06070.1	207	160	155	81	107	111	-0.710224017	0.00141949	0.007388239
VIT_200s0420g00040.1	32	20	12	9	4	11	-1.284645854	0.062588824	0.159112028
VIT_207s0104g01590.1	4204	3507	3312	2765	3303	2996	-0.189065504	0.054012618	0.142158078
VIT_213s0019g00460.1	789	609	472	437	485	496	-0.292747306	0.058718238	0.151705067
VIT_211s0037g00330.2	1537	1336	1071	1499	1323	1194	0.131082387	0.372519613	0.558233858
VIT_215s0048g00240.1	2368	2062	2031	1862	2168	1965	-0.018651775	0.856890442	0.924887838
VIT_212s0059g02170.1	0	2	0	0	0	0	-1.791717622	0.657106746	1
VIT_210s0003g05040.1	380	383	294	301	275	323	-0.138895995	0.405426058	0.589722537
VIT_207s0191g00220.2	1929	2132	1536	2629	2371	2276	0.473825195	0.001258988	0.006671436
VIT_200s0347g00080.1	280	165	206	75	91	89	-1.253132023	2.28E-07	3.39E-06
VIT_208s0058g00430.1	1334	860	705	613	663	485	-0.599758641	0.002534154	0.011999649
VIT_202s0025g03575.1	5	0	7	0	0	1	-3.41337889	0.123103828	1
VIT_204s0023g02800.1	299	257	205	223	202	217	-0.143373236	0.424981695	0.608185819
VIT_200s0407g00030.1	332	409	396	380	387	435	0.153386347	0.421464103	0.604650974
VIT_200s0670g00015.1	3483	2788	2799	2626	2255	2128	-0.272436737	0.044806706	0.122975341
VIT_218s0001g11930.1	35237	24403	22343	25725	24331	21845	-0.077780377	0.576238208	0.736666684
VIT_207s0005g03800.1	1254	745	869	797	757	752	-0.207736412	0.214127064	0.386699906
VIT_204s0008g05720.1	0	0	4	14	1	2	2.1122508	0.234522199	0.41129084
VIT_201s0011g03680.1	2875	3001	2195	4424	4005	3569	0.670555317	5.27E-06	5.62E-05
VIT_207s0031g01550.1	78	75	72	64	60	76	-0.082641663	0.771385548	0.872332968
VIT_214s0068g00300.1	3551	2423	1917	1929	1922	1825	-0.358180009	0.023837299	0.074693963
VIT_207s0031g00350.1	140736	119729	124569	57889	58972	56551	-1.060777818	4.55E-27	8.19E-25
VIT_209s0002g02800.1	1	2	0	0	0	0	-2.319337729	0.561540298	1
VIT_219s0090g01230.1	663	756	702	1215	1157	1266	0.858636806	1.02E-08	1.97E-07
VIT_205s0049g02350.1	235	162	148	141	154	139	-0.222551799	0.291522017	0.476938584
VIT_206s0004g06940.1	7260	6125	6399	6046	5992	6029	-0.040545596	0.688771771	0.817038591
VIT_218s0001g07890.3	1349	1280	1102	1424	1289	1184	0.158842454	0.237589056	0.415084768
VIT_213s0019g01880.1	229	200	230	143	276	270	0.13675604	0.597488797	0.752069966
VIT_200s0357g00110.1	0	2	0	0	2	2	1.041041825	0.69956104	1
VIT_207s0031g00340.1	1254	1151	1067	1068	938	872	-0.17576173	0.209507593	0.3805863
VIT_207s0151g00450.1	0	2	0	0	0	0	-1.791717622	0.657106746	1
VIT_218s0001g10770.1	195	134	115	104	114	115	-0.307431016	0.186098152	0.351080871
VIT_211s0065g00740.1	3	1	0	0	0	0	-2.657809024	0.469381652	1
VIT_208s0007g08090.2	4620	3677	3919	3095	4014	3958	-0.055065821	0.65281713	0.792683878
VIT_219s0014g02880.1	29167	21747	20905	17443	19086	19312	-0.263152476	0.007825313	0.030434627
VIT_214s0171g00390.1	788	849	888	957	885	1020	0.258016334	0.107996697	0.238742379
VIT_200s0201g00020.1	28	25	17	32	19	20	0.133544629	0.790943306	0.885112585
VIT_208s0007g04490.1	305	281	267	219	228	280	-0.14285386	0.411183907	0.595098427
VIT_203s0088g00860.1	2	3	4	4	6	7	0.973817895	0.363681303	0.550412116
VIT_201s0011g01830.2	7028	5977	5402	5905	6258	6307	0.100558707	0.225995654	0.401118675
VIT_204s0008g02880.1	0	0	2	0	2	7	2.12709825	0.354183274	1
VIT_201s0011g06360.1	46	24	11	4	6	7	-2.111577516	0.00348078	0.015677439
VIT_214s0068g01100.1	1304	1092	945	1053	1201	1052	0.082973984	0.477374243	0.654855064
VIT_219s0093g00050.1	9	9	12	4	13	19	0.318222291	0.682006748	0.812279014
VIT_218s0089g00370.1	182	120	104	98	86	82	-0.495831339	0.057995	0.150336878
VIT_216s0022g01670.1	192	224	174	165	132	147	-0.319976964	0.152382316	0.30668559
VIT_201s0010g00990.1	53063	39303	32910	36164	35318	37357	-0.093826352	0.439775348	0.621334755
VIT_207s0005g00950.2	1533	1312	1241	993	968	993	-0.373461428	0.000502099	0.003035925
VIT_202s0241g00020.2	162	148	121	102	122	129	-0.194730975	0.369621368	0.55605336
VIT_212s0028g03010.1	1690	1645	1521	334	465	587	-1.729335933	2.12E-21	2.31E-19
VIT_206s0004g05950.2	374	348	316	569	552	490	0.727826812	1.50E-06	1.83E-05
VIT_209s0002g01720.1	4	4	4	1	0	0	-3.397273057	0.069683471	1
VIT_205s0020g01043.1	0	0	0	2	0	0	2.003825415	0.619263398	1
VIT_214s0108g01140.1	5747	5111	4615	4948	4428	4404	-0.070205446	0.532116541	0.701265093
VIT_210s0003g05720.1	3603	3143	2988	3096	3667	3787	0.205327467	0.041475033	0.115707579
VIT_205s0049g00060.1	33	37	15	4	11	14	-1.454146275	0.024696515	0.076872684
VIT_205s0049g01020.1	9259	8151	8004	3641	4009	3976	-1.039326209	3.01E-31	7.13E-29
VIT_205s0136g00260.1	22710	15411	15336	325	450	508	-5.28195451	8.83E-236	9.94E-232
VIT_210s0003g03520.1	0	2	6	30	14	12	2.844209153	0.004707002	0.020056657
VIT_207s0151g00690.1	11508	9181	7556	9037	8201	7674	-0.072825804	0.577688341	0.737751304
VIT_207s0005g01060.1	8	3	9	6	9	8	0.280075557	0.746725116	0.854924682
VIT_212s0035g01620.1	13	26	9	21	25	26	0.671914135	0.244689898	0.423119326
VIT_212s0034g01820.1	373	329	327	270	259	315	-0.196428756	0.227200426	0.402568406
VIT_214s0068g00490.1	8	9	11	0	0	0	-5.596820735	0.000515298	0.003103228
VIT_215s0021g01920.1	121	92	98	61	81	89	-0.339138032	0.201428522	0.370817588
VIT_212s0142g00590.1	636	579	547	309	468	517	-0.363108176	0.05158404	0.137177593
VIT_200s0592g00010.1	1219	927	919	769	694	746	-0.372397408	0.004267013	0.018543383
VIT_201s0011g00370.1	3709	4262	3175	6545	5493	5011	0.707200167	1.43E-05	0.000136679
VIT_206s0061g00740.1	1159	957	957	805	1044	1115	0.035873204	0.795106573	0.887712594
VIT_211s0016g00390.1	59	54	59	51	44	41	-0.250402236	0.454861314	0.635197459
VIT_203s0063g02260.1	14832	13133	12005	11989	16796	16671	0.272646904	0.033205047	0.097492998
VIT_218s0001g07810.1	25943	22813	21896	17756	28219	27119	0.13196672	0.393085518	0.577820824
VIT_209s0070g00540.1	145	143	142	102	74	90	-0.603976701	0.017316194	0.057930009
VIT_208s0105g00200.1	52	13	10	0	16	24	-0.762273631	0.448122206	0.628852786
VIT_202s0012g00770.1	2	1	1	1	3	0	0.111203201	0.955051692	1
VIT_202s0033g00840.1	0	0	0	2	0	0	2.003825415	0.619263398	1
VIT_209s0002g08250.1	137	141	115	137	111	136	0.059727528	0.795737813	0.88791781
VIT_204s0069g00740.1	6	0	8	0	0	4	-1.762139989	0.376916828	0.562059046
VIT_207s0005g01740.1	2637	2313	2332	2006	2174	2211	-0.100182811	0.315954561	0.502362842
VIT_219s0015g01940.3	6141	4733	4240	4166	4905	4665	-0.037616195	0.723317789	0.839352892
VIT_212s0057g01160.1	103	125	108	26	23	32	-1.972696835	2.29E-09	5.00E-08
VIT_211s0149g00290.1	2	2	6	6	6	15	1.47120047	0.149917967	0.303053463
VIT_216s0098g01870.5	25	26	26	29	22	39	0.307769509	0.501619236	0.675760061
VIT_206s0004g02880.1	30	29	15	38	37	40	0.743626644	0.083991576	0.198710916
VIT_215s0021g01330.1	35899	29376	23423	29396	25546	25970	-0.024129552	0.85264467	0.922383784
VIT_204s0043g00350.1	0	0	0	0	0	2	1.91651322	0.635261221	1
VIT_206s0061g01230.1	1741	1955	1665	6372	6529	7215	1.990543354	1.75E-56	1.61E-53
VIT_208s0040g02440.1	1257	955	1043	622	739	675	-0.585193964	6.78E-06	7.03E-05
VIT_219s0014g02630.1	2957	2133	1951	2238	2059	1996	-0.053701084	0.687581039	0.81627132
VIT_213s0067g02910.1	70	61	43	44	32	33	-0.565205073	0.120943294	0.259686618
VIT_218s0001g10270.1	11	17	7	23	16	18	0.80460965	0.195245134	0.362996631
VIT_200s1373g00010.1	1549	1158	1075	1184	1156	1241	0.023829157	0.843299696	0.916945344
VIT_206s0080g00940.1	5534	5214	5004	5421	4591	4340	-0.041751813	0.761999609	0.866047819
VIT_209s0002g03980.1	248	232	163	249	324	386	0.671783296	0.001252307	0.006644043
VIT_206s0009g00270.1	2359	1842	1653	1922	1728	1499	-0.07893042	0.587438244	0.74518791
VIT_218s0001g02960.1	27	22	29	22	36	44	0.460881958	0.314185489	0.500741419
VIT_200s2349g00010.1	23139	17791	17289	18703	18458	18698	0.039999637	0.680355064	0.810943177
VIT_217s0000g03970.1	3911	3096	3121	3432	4060	3882	0.260166207	0.009999142	0.037076376
VIT_213s0067g00860.2	3059	2155	1812	1085	1077	1113	-0.989854951	2.60E-12	9.16E-11
VIT_204s0008g06560.1	0	2	0	0	1	2	0.625941075	0.828356928	1
VIT_203s0088g00110.1	30	36	36	68	73	75	1.160396165	0.000550304	0.003284171
VIT_209s0002g07610.1	32	45	63	14	41	79	-0.032895639	0.954977089	0.976642142
VIT_202s0025g04900.1	2092	2004	1887	1916	2171	2267	0.172102508	0.110780094	0.243199795
VIT_204s0069g00230.1	22	8	16	24	28	22	0.789909119	0.154570456	0.309864147
VIT_219s0015g02000.1	8	0	0	4	4	2	0.559352316	0.746609341	0.854835607
VIT_209s0002g01000.4	3375	3314	2685	3861	3210	3377	0.253926393	0.056200247	0.146875044
VIT_201s0026g02520.1	602	627	355	413	490	398	-0.180236561	0.370620252	0.556684626
VIT_214s0171g00210.1	17	16	18	8	12	9	-0.735403441	0.238393793	0.416103178
VIT_214s0108g01100.1	895	911	733	931	776	701	0.020807726	0.900390587	0.948109857
VIT_212s0035g02030.1	794	702	530	698	561	563	-0.045927343	0.78644585	0.882887464
VIT_204s0008g04280.1	5861	4534	3912	4581	4802	5057	0.116577627	0.27847376	0.462395163
VIT_218s0166g00260.1	9493	7408	9106	221	1995	2049	-2.550713022	0.002158396	0.010473733
VIT_218s0122g00810.1	1468	1453	944	1620	1192	948	0.072994853	0.742214823	0.85153651
VIT_205s0077g02345.1	0	5	15	15	11	12	0.920498269	0.384369346	0.569508217
VIT_219s0090g01020.1	2929	2710	2472	2816	3042	2922	0.204871872	0.026821993	0.082170644
VIT_206s0004g05010.1	1	5	1	0	1	1	-1.751701649	0.382295274	1
VIT_218s0001g07925.1	59	44	11	63	95	57	1.053515421	0.034185617	0.099695872
VIT_209s0002g02450.3	580	508	380	1259	1195	1149	1.399780662	8.37E-23	1.05E-20
VIT_213s0073g00670.1	120	108	53	77	99	71	-0.071803949	0.82631594	0.907046151
VIT_206s0061g01560.1	269	256	331	304	349	390	0.355502865	0.087251725	0.203831838
VIT_212s0034g01420.1	754	506	492	456	694	723	0.194967172	0.309988484	0.496736245
VIT_216s0098g00200.1	324	368	410	306	355	338	-0.071838576	0.718605119	0.836425652
VIT_217s0053g00980.3	1178	1135	923	720	614	487	-0.728957498	4.95E-05	0.000404801
VIT_210s0003g04260.2	1012	929	740	1185	944	904	0.281765483	0.085318106	0.200689225
VIT_206s0009g01720.1	1096	941	932	722	712	773	-0.336388744	0.003924962	0.017344881
VIT_204s0023g01270.2	809	693	633	644	777	940	0.235405215	0.11811465	0.255121751
VIT_218s0072g01000.1	2844	2789	2476	2023	2043	2129	-0.299336356	0.003489585	0.015713954
VIT_200s0193g00030.1	24	30	22	22	16	28	-0.116848127	0.812716414	0.898065734
