gene	red1	red2	red3	white1	white2	white3	log2fold	p.value	q.value
VIT_207s0151g01060.1	692	631	593	489	388	473	-0.411435774	0.00853494	0.032611729
VIT_207s0005g04430.1	203	246	223	175	158	186	-0.29347931	0.173097308	0.334500258
VIT_211s0016g03670.1	2902	2167	2019	1968	1936	2033	-0.152770725	0.175806281	0.338263414
VIT_200s0527g00030.1	1	0	0	2	0	0	1.041841202	0.793742148	1
VIT_213s0047g00920.1	104	89	88	118	97	120	0.347655846	0.158049619	0.314580804
VIT_201s0011g06380.2	2209	1952	2034	1840	1720	1867	-0.102518209	0.381775328	0.56670916
VIT_214s0219g00300.1	104	72	79	39	41	71	-0.662961247	0.051354874	0.13666504
VIT_205s0020g04110.2	177037	157492	152029	126741	102377	109302	-0.428525685	0.000863763	0.004815294
VIT_203s0017g01930.1	951	843	705	1159	1169	1230	0.606775867	5.78E-08	9.63E-07
VIT_215s0107g00210.1	243	243	244	221	186	207	-0.163509685	0.402020986	0.586550938
VIT_218s0089g00310.1	5	0	0	0	0	0	-2.927467583	0.460454713	1
VIT_218s0001g15000.3	1357	1102	1115	1523	1396	1555	0.418858357	0.000377306	0.002377144
VIT_216s0013g00370.1	151	124	106	161	183	166	0.519119377	0.010786148	0.039661382
VIT_203s0091g01030.4	1770	1565	1425	1338	1417	1345	-0.121687051	0.222273501	0.396481678
VIT_211s0118g00180.1	546	616	629	546	489	663	-0.00207484	0.991205163	0.99580575
VIT_214s0060g01880.1	250	94	46	31	43	49	-1.50389427	0.002191313	0.010604209
VIT_204s0008g04380.2	307	310	270	293	341	371	0.266224949	0.101915806	0.228736462
VIT_217s0000g06830.1	866	866	739	680	562	692	-0.261314441	0.079051921	0.189878126
VIT_218s0001g11670.1	2	3	2	0	5	3	0.249464696	0.870910549	0.932553269
VIT_219s0090g00990.1	1159	1049	1014	1104	1010	1060	0.06999766	0.56301686	0.726183037
VIT_217s0000g10190.1	7973	6628	6274	5196	4985	4967	-0.365610435	0.000163234	0.00114585
VIT_210s0003g05780.1	13	7	2	1	5	3	-1.151376101	0.315344521	0.501867673
VIT_204s0008g05680.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_207s0005g02470.1	604	404	395	450	508	475	0.13513591	0.390419193	0.575216078
VIT_212s0034g02140.1	8400	8609	9090	9538	10300	10179	0.278760761	0.031094604	0.092491645
VIT_205s0029g01110.1	0	2	4	0	10	2	0.970951809	0.585020845	0.743201166
VIT_211s0103g00210.1	97	158	95	114	92	92	-0.146237634	0.635523417	0.780270938
VIT_201s0127g00036.1	14	13	18	11	8	12	-0.461220701	0.476100708	0.653944904
VIT_208s0040g01900.1	384	394	280	423	349	323	0.151278223	0.435251326	0.617267234
VIT_201s0244g00120.1	287	252	242	199	230	227	-0.16159852	0.329866085	0.516780252
VIT_206s0004g04400.1	0	2	0	0	0	0	-1.791717622	0.657106746	1
VIT_210s0003g02780.2	2340	2242	2307	2760	2554	2813	0.322960328	0.009631046	0.035965247
VIT_200s0341g00070.1	5	11	2	4	6	8	0.0903321	0.927789896	0.962775012
VIT_211s0078g00430.1	695	726	620	954	1130	1013	0.687752332	1.43E-07	2.23E-06
VIT_207s0005g06150.1	380	408	365	396	395	450	0.190204845	0.229831122	0.405782618
VIT_208s0056g00190.4	18482	15654	12880	11854	13320	13361	-0.187769887	0.054044951	0.142176685
VIT_218s0001g10530.1	206	187	163	103	123	93	-0.707751897	0.001100834	0.005929105
VIT_211s0016g02290.1	1031	865	780	660	810	812	-0.13618867	0.267143806	0.449251024
VIT_218s0001g09170.1	7475	5854	5347	4236	4924	5187	-0.282796067	0.007492973	0.029390888
VIT_200s0218g00200.1	293	154	187	194	162	159	-0.185779616	0.453745932	0.634115753
VIT_213s0064g00680.1	1342	1200	1073	1153	1291	1232	0.116849353	0.254094544	0.434314524
VIT_217s0000g04920.1	57	38	42	62	63	72	0.622257127	0.050318707	0.134527839
VIT_208s0032g00660.2	1155	1018	934	948	941	823	-0.100554198	0.428103442	0.610866924
VIT_206s0009g02740.1	130	58	102	56	70	94	-0.304237219	0.386507132	0.571622235
VIT_212s0035g00060.1	0	0	0	0	0	1	1.049694586	0.796987123	1
VIT_203s0063g02670.1	0	0	3	3	12	4	2.650822851	0.095818526	0.218383198
VIT_200s0370g00020.1	4373	3479	3294	3135	3152	3391	-0.106060104	0.27322274	0.456202128
VIT_200s1343g00010.1	132	76	64	75	84	69	-0.135233549	0.659654584	0.797501844
VIT_203s0091g00850.1	532	455	453	393	344	429	-0.212137766	0.169503296	0.330083814
VIT_219s0027g01640.1	1140	1132	967	1084	1056	1175	0.123803854	0.297242123	0.483059517
VIT_210s0003g04510.1	216	235	148	190	293	271	0.423086324	0.064319511	0.162082539
VIT_216s0022g01380.1	4	2	6	1	4	0	-1.205965478	0.428000674	0.610850927
VIT_216s0050g01460.3	8549	6693	6029	6887	8191	7730	0.199648453	0.050981428	0.135880052
VIT_208s0007g04820.1	32	23	52	54	53	31	0.434489413	0.362756429	0.549196986
VIT_216s0039g01780.1	17	12	14	8	2	10	-1.004846965	0.202122752	0.371700456
VIT_205s0102g00145.1	5820	5513	5232	7498	7911	7526	0.557214889	8.48E-09	1.67E-07
VIT_216s0050g00880.1	5485	4746	3984	4996	4617	4765	0.117313458	0.274403946	0.457394093
VIT_208s0007g05550.1	3981	3396	2632	2677	2405	2148	-0.361585587	0.012191448	0.043582927
VIT_211s0065g01170.1	41	31	34	20	28	38	-0.215037858	0.617251687	0.767380169
VIT_213s0019g02530.1	0	2	0	8	7	10	3.724187173	0.01168444	0.042187565
VIT_208s0007g00520.6	1598	1319	1072	1295	1131	1115	-0.065363171	0.641509261	0.784568444
VIT_216s0098g00260.1	23	14	15	8	3	10	-1.198589068	0.096565312	0.219662665
VIT_205s0029g01450.1	1	0	1	0	0	0	-1.765599346	0.661974619	1
VIT_213s0064g01870.2	246	311	251	242	420	309	0.338566017	0.149024396	0.301703843
VIT_212s0059g00990.1	4	0	4	4	4	12	1.404118631	0.261175587	0.442353746
VIT_217s0000g02990.1	2	2	0	0	0	4	0.119960418	0.961834138	1
VIT_206s0004g04480.1	2290	2276	2455	1643	1685	1737	-0.3925131	0.003673372	0.016413515
VIT_206s0004g05730.1	4329	4066	3460	4211	3826	3734	0.086247068	0.45535993	0.635757821
VIT_218s0001g08030.2	4158	3753	3613	4519	4589	4654	0.346096554	0.000182836	0.001263683
VIT_215s0046g00330.1	6	0	0	0	0	0	-3.189087491	0.413509479	1
VIT_207s0104g01340.1	2	5	0	0	0	0	-3.549771372	0.229665626	1
VIT_204s0023g01210.1	672	535	527	452	321	421	-0.437749394	0.015049043	0.051681009
VIT_209s0002g02310.1	1721	1581	1463	1412	1473	1400	-0.062043075	0.547287815	0.713169089
VIT_214s0081g00790.1	1	7	5	2	2	2	-1.075469739	0.418462892	0.601995026
VIT_216s0013g01256.1	0	1	1	0	3	0	0.577026694	0.84286647	1
VIT_202s0025g02000.1	1781	1478	1540	1883	1454	1575	0.129886959	0.389222407	0.574317357
VIT_203s0063g01600.1	1	3	1	0	1	0	-2.140830433	0.377442417	1
VIT_201s0011g03200.1	12530	8620	6731	7085	7430	7565	-0.220841233	0.141087248	0.290923793
VIT_214s0060g02480.1	161	122	138	246	222	250	0.863977721	1.18E-05	0.000114816
VIT_218s0166g00300.1	3498	2841	2533	2724	2867	2921	0.039132015	0.681561813	0.811889233
VIT_208s0007g01760.1	241	249	229	295	269	243	0.25557008	0.174812779	0.336906894
VIT_218s0082g00018.1	59	89	57	70	36	36	-0.433840541	0.298366727	0.484129982
VIT_205s0094g00570.1	14	15	12	4	8	14	-0.580008937	0.426317825	0.60932321
VIT_214s0128g00610.3	0	0	2	0	0	0	-1.901811804	0.636724667	1
VIT_209s0002g03260.1	1511	1716	1380	1459	1459	1305	-0.038052058	0.788993902	0.884022831
VIT_211s0016g04510.1	32	48	62	35	30	40	-0.380122375	0.386214031	0.571392551
VIT_202s0025g01300.1	0	2	3	7	5	5	1.800741834	0.169392126	0.329974572
VIT_203s0091g00760.1	2061	1736	1764	1711	1957	1959	0.106160156	0.305961543	0.492210413
VIT_200s0455g00010.1	814	731	671	588	554	546	-0.29829607	0.020103905	0.065238432
VIT_207s0005g03450.1	1361	1268	1352	1150	1859	1624	0.294140128	0.088906438	0.2064761
VIT_212s0035g00300.1	21	20	14	8	19	17	-0.233003163	0.694056636	0.820852883
VIT_200s0259g00190.1	619	564	525	650	595	529	0.149419206	0.321453088	0.507652089
VIT_212s0034g02310.1	438	383	379	286	502	508	0.19151389	0.368282159	0.554912963
VIT_215s0046g03510.1	0	0	0	0	4	0	2.914864755	0.463289707	1
VIT_203s0038g01440.1	16689	14933	12161	15401	14905	15119	0.152709398	0.126213791	0.267911236
VIT_216s0098g01280.1	413	409	346	807	669	651	0.960726143	5.32E-09	1.09E-07
VIT_217s0000g03250.1	3172	2394	2313	2089	2143	2252	-0.181520031	0.08545541	0.200928216
VIT_215s0046g01640.1	1818	1610	1329	1449	1798	1689	0.148194759	0.195704429	0.363520291
VIT_207s0031g01710.1	671	1193	975	648	1999	3115	1.061792786	0.102100705	0.22902052
VIT_216s0098g00970.1	1581	1521	1736	854	1793	2854	0.245165914	0.587167461	0.745039241
VIT_206s0009g03250.1	171	149	133	158	209	161	0.313922149	0.131534994	0.276108191
VIT_212s0059g01660.1	576	613	640	881	857	895	0.604171071	0.0001047	0.000783547
VIT_205s0094g00030.1	346	278	298	125	195	226	-0.672963766	0.00288881	0.013391682
VIT_217s0000g07135.1	14	2	4	4	0	2	-1.552376905	0.261722023	0.443079225
VIT_213s0156g00050.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_205s0165g00180.1	0	1	3	1	2	1	-0.006406955	0.997394035	1
VIT_203s0097g00400.1	26	32	29	46	27	38	0.438101497	0.317122205	0.503449697
VIT_209s0018g00142.1	4	3	0	0	1	1	-1.666820049	0.443457578	1
VIT_205s0020g03320.1	1599	2083	1938	3675	4120	4546	1.20363223	1.48E-12	5.41E-11
VIT_200s0238g00090.1	610	459	506	430	419	554	-0.074945445	0.651235896	0.791617865
VIT_200s2125g00010.1	478	534	578	887	1000	1180	1.01756457	1.67E-08	3.13E-07
VIT_214s0006g01930.1	445	414	305	260	290	181	-0.568428125	0.009169073	0.034556336
VIT_218s0041g01650.1	128	146	94	89	155	180	0.288570868	0.330770427	0.517594656
VIT_209s0002g03690.1	6862	6864	3705	7784	7740	7027	0.482902712	0.008710767	0.033114082
VIT_201s0026g01080.1	7741	7191	5785	6983	7163	6892	0.119400513	0.229110126	0.404890724
VIT_211s0037g00190.1	1030	938	876	1063	1062	1134	0.287503101	0.00893714	0.033833542
VIT_204s0008g00310.1	40	83	119	22	208	586	1.753673858	0.12989442	0.273619589
VIT_206s0004g05870.1	149	104	95	24	17	3	-2.861348121	2.03E-08	3.72E-07
VIT_205s0020g04850.3	2650	1737	1108	3293	3486	2083	0.82188705	0.00095076	0.005218861
VIT_205s0094g00100.3	597	582	556	597	452	353	-0.212059879	0.330601554	0.51757222
VIT_218s0001g12130.1	3809	3277	2947	3164	3393	3789	0.138142621	0.161710914	0.319883515
VIT_213s0047g00740.1	2	2	4	2	30	31	3.01341993	0.003808274	0.016922236
VIT_208s0040g00480.1	8	16	5	22	29	26	1.497429831	0.015127451	0.051894855
VIT_203s0038g02500.1	9838	7609	6604	6234	5358	5463	-0.38798198	0.002850928	0.013232437
VIT_202s0488g00040.1	462	437	389	216	341	320	-0.470475874	0.011836406	0.042625073
VIT_200s0532g00050.1	959	919	752	862	917	987	0.165411237	0.1617434	0.319918668
VIT_204s0008g02170.1	6152	5017	4788	2869	4412	4346	-0.368493984	0.015428355	0.052721825
VIT_207s0095g00550.2	3290	2504	2120	2833	2829	3329	0.288858061	0.022643414	0.071681323
VIT_212s0059g00390.1	2	0	4	0	0	0	-3.399764727	0.265507324	1
VIT_200s1323g00010.1	105	106	150	101	128	138	0.086514591	0.763095468	0.866614977
VIT_208s0007g01400.1	43	48	21	6	2	20	-1.899114376	0.009479356	0.035523521
VIT_218s0122g00660.4	2524	2177	2031	1868	1978	1907	-0.132956466	0.154078835	0.309077585
VIT_208s0007g04630.1	2199	2165	2072	1610	2444	2380	0.077183051	0.625791468	0.773113626
VIT_204s0008g00760.1	1142	1168	900	1110	1054	890	0.024818209	0.870121903	0.932240929
VIT_215s0048g02740.2	2949	2410	2128	2834	3171	2915	0.351409121	0.000467076	0.002855809
VIT_215s0046g02780.1	4	0	4	2	7	3	0.664720182	0.635219632	0.77999837
VIT_218s0001g00820.1	1101	1320	1402	2900	2382	1771	0.961423906	1.74E-05	0.000162416
VIT_202s0025g00680.1	217	80	89	57	47	75	-0.973065087	0.011322015	0.041194421
VIT_205s0124g00690.1	0	0	6	2	2	4	0.374116097	0.839290894	1
VIT_211s0016g03870.2	6122	5017	5327	3886	4524	4494	-0.263639854	0.011584804	0.041906721
VIT_200s0978g00010.2	106	89	94	78	105	92	0.015315613	0.951732358	0.974990766
VIT_211s0052g00670.1	8978	8259	7523	7739	10789	10648	0.321978093	0.011965119	0.042937477
VIT_205s0062g00250.1	66	125	43	261	365	452	2.287467048	3.54E-11	1.04E-09
VIT_214s0081g00610.2	5	12	2	4	4	1	-0.972446009	0.411305104	0.5951973
VIT_211s0037g01190.1	41	18	14	11	3	22	-0.882207979	0.240185784	0.418290436
VIT_217s0000g06120.1	5	0	0	0	0	2	-1.102856656	0.725662325	1
VIT_200s1390g00010.1	252	225	188	128	171	219	-0.27042861	0.22813488	0.403833002
VIT_206s0004g00470.1	18786	18268	15949	19020	18275	18531	0.16649682	0.0926867	0.213191605
VIT_207s0104g01495.1	390	365	308	241	312	291	-0.242293348	0.131280471	0.275753912
VIT_205s0020g00840.1	3085	2319	2323	1499	1454	1228	-0.784394273	8.76E-09	1.72E-07
VIT_208s0040g00310.1	451	344	390	279	269	268	-0.445303822	0.00672183	0.0268432
VIT_205s0077g00670.1	559	447	482	469	498	448	0.019353313	0.892613318	0.944382122
VIT_200s0301g00160.1	2	0	0	0	0	0	-1.619158059	0.689479719	1
VIT_212s0035g01680.1	48	55	92	75	71	76	0.242156476	0.519271931	0.690409925
VIT_210s0042g01130.1	4201	3691	3045	2884	3350	3695	-0.044346597	0.696312787	0.821740349
VIT_205s0020g00850.1	2220	1716	1898	1350	1513	1440	-0.348378325	0.002821316	0.013116615
VIT_219s0014g01280.2	1051	806	671	678	726	799	-0.094730791	0.492434544	0.667300387
VIT_202s0154g00070.1	53	55	56	132	113	144	1.330581338	1.01E-06	1.28E-05
VIT_200s0229g00060.1	20437	16587	12008	13571	15046	14036	-0.0923291	0.487293441	0.662908046
VIT_200s0183g00250.1	3	2	3	0	3	1	-0.935381812	0.575431635	1
VIT_208s0007g03500.3	14	9	5	2	0	0	-3.654507852	0.013999352	0.048730386
VIT_202s0025g01150.2	959	903	835	1134	1224	1304	0.52947866	2.15E-06	2.54E-05
VIT_212s0059g01260.1	1073	991	1034	1418	1534	1512	0.611300878	2.92E-07	4.23E-06
VIT_216s0039g00150.1	1666	1405	1235	1499	1383	1399	0.091726501	0.428934003	0.611610533
VIT_209s0002g05260.1	2695	2134	1952	2203	2155	2130	0.037297459	0.726992241	0.841818309
VIT_206s0004g06580.1	4273	3535	3042	2538	2734	2396	-0.400116931	0.000255637	0.001698535
VIT_212s0059g02080.1	1	4	2	0	0	2	-1.769209644	0.404377573	1
VIT_213s0047g00330.1	1426	1245	1306	1078	1387	1427	0.051765047	0.699794732	0.824092387
VIT_218s0001g10070.1	2	0	0	0	0	0	-1.619158059	0.689479719	1
VIT_212s0134g00500.3	2	6	5	6	18	21	1.83432966	0.035268104	0.101941485
VIT_206s0004g03870.1	1	3	1	1	0	0	-2.140809743	0.375959774	1
VIT_208s0056g00840.1	4	4	1	0	2	3	-0.746011452	0.641424354	1
VIT_213s0064g00520.1	15	10	6	12	4	21	0.377085658	0.638331715	0.782535262
VIT_206s0004g05520.1	4	6	9	6	2	0	-1.169894913	0.361139218	0.548038623
VIT_211s0052g01330.1	19	33	141	0	4	2	-5.032110631	3.31E-07	4.73E-06
VIT_203s0091g00640.1	170	204	170	293	184	179	0.363066609	0.181854979	0.345737503
VIT_214s0060g00370.5	1668	1407	1334	1512	1953	1911	0.3762049	0.001492203	0.007704355
VIT_201s0146g00400.1	34	28	29	18	24	56	0.18655609	0.717965887	0.835943577
VIT_200s0192g00130.1	0	0	0	0	2	1	2.500568364	0.52149572	1
VIT_214s0060g01470.1	679	1061	1477	484	946	1623	-0.049840959	0.934001186	0.965703688
VIT_205s0049g02010.1	0	1	0	0	0	0	-0.873858765	0.830425212	1
VIT_211s0016g01556.1	2	0	0	1	0	0	-0.657377047	0.871131342	1
VIT_200s0186g00020.1	2248	2189	1624	2075	1816	1515	-0.061739396	0.70604154	0.82857987
VIT_218s0001g06220.3	53	49	53	25	18	9	-1.481357702	0.001997477	0.009807023
VIT_205s0020g02700.1	67	38	20	6	7	4	-2.738403826	2.02E-05	0.00018555
VIT_205s0020g01940.1	362	227	224	224	245	231	-0.107832466	0.578026224	0.737973476
VIT_203s0180g00120.1	1431	1376	1404	1464	1586	1694	0.253981472	0.037912312	0.107976222
VIT_214s0083g00570.1	3	3	0	6	5	4	1.462363049	0.263665028	0.445363806
VIT_215s0024g00860.2	3070	2852	2993	2472	3591	3769	0.217563045	0.16985919	0.330456825
VIT_219s0014g00955.1	26	13	14	19	23	19	0.31571343	0.556914439	0.721287666
VIT_206s0004g08120.1	159	131	135	65	95	94	-0.655967919	0.007621953	0.02978781
VIT_207s0031g02090.1	9496	7944	7812	7595	10676	10514	0.275784043	0.0342475	0.099832962
VIT_217s0000g06240.1	3225	2876	2287	2643	2291	2378	-0.095152929	0.455740565	0.636070175
VIT_201s0026g01360.1	0	0	1	0	0	1	0.087921914	0.982809318	1
VIT_210s0003g03040.1	1	3	5	0	0	0	-4.007215451	0.081920588	1
VIT_203s0017g01440.1	69	76	81	56	89	76	0.038830724	0.90022576	0.948024986
VIT_212s0028g02380.1	3641	2987	2485	3059	2667	2425	-0.053765745	0.705805016	0.828465993
VIT_207s0031g02880.1	27	40	39	29	40	29	-0.04686926	0.913908599	0.954973609
VIT_215s0048g02328.1	0	0	0	1	0	0	1.049694586	0.796987123	1
VIT_200s0347g00120.1	21	20	16	28	32	30	0.752622345	0.097868137	0.221618513
VIT_210s0003g01700.1	1076	1010	777	957	1062	1042	0.1929172	0.110299297	0.242380659
VIT_211s0052g00730.1	8967	6769	6212	5066	5492	5509	-0.348358762	0.000642489	0.003763483
VIT_213s0019g01360.1	2	18	8	3	8	32	0.641004523	0.532794747	0.701881002
VIT_215s0021g02130.1	4959	4520	3538	4612	4388	4144	0.115432284	0.329991447	0.516832774
VIT_213s0074g00110.1	837	1265	824	1825	1742	1810	0.959428033	7.00E-07	9.23E-06
VIT_209s0002g02710.1	3	1	2	0	0	0	-3.331104357	0.206139012	1
VIT_213s0019g02220.1	40	24	28	76	99	55	1.424362873	0.000169808	0.001187495
VIT_219s0014g04860.1	1830	2067	1581	2275	1929	1862	0.239976376	0.123520407	0.263585922
VIT_204s0044g01580.1	1	2	2	0	0	0	-3.126147116	0.258294266	1
VIT_211s0149g00210.1	157	97	115	22	18	17	-2.590508198	9.45E-14	3.98E-12
VIT_215s0048g02990.1	1727	1670	1520	665	988	905	-0.86038258	8.68E-09	1.71E-07
VIT_209s0054g00760.1	96	148	129	99	220	258	0.682789922	0.053291243	0.140687131
VIT_212s0034g00750.1	1	0	2	1	2	5	1.458493408	0.414113815	1
VIT_206s0004g02070.5	1537	1196	1102	771	702	746	-0.687154206	5.07E-08	8.56E-07
VIT_209s0002g01810.1	2202	1689	1463	1388	1408	1505	-0.212192637	0.072297206	0.177249608
VIT_214s0171g00050.1	24	10	4	0	8	8	-1.111088156	0.308382576	0.49486742
VIT_204s0043g00850.1	292	237	236	239	256	325	0.191406451	0.29017939	0.475486115
VIT_206s0009g01860.4	1930	1806	1358	1497	1440	1403	-0.130240622	0.302093273	0.487940136
VIT_211s0016g04810.1	11	2	5	76	93	4	3.406974464	0.00017753	0.001229939
VIT_203s0038g01280.1	0	0	0	0	1	2	2.500424461	0.521534848	1
VIT_219s0085g01130.1	565	543	499	440	521	439	-0.111019073	0.436068727	0.617894034
VIT_217s0000g06730.1	9	7	4	26	29	28	2.160479591	0.000297064	0.001932162
VIT_216s0100g00830.1	78	46	46	0	6	10	-3.31436218	5.26E-07	7.12E-06
VIT_200s1206g00020.1	2154	2226	2020	2102	1930	1943	-0.011529298	0.927347462	0.962450694
VIT_210s0042g00290.1	176	182	182	197	158	161	0.021089197	0.924284066	0.96107648
VIT_203s0088g00470.1	2	0	0	6	0	4	2.543426893	0.249407549	1
VIT_210s0003g00190.1	1421	1381	1160	1417	1511	1352	0.20397673	0.076340726	0.184944692
VIT_207s0104g00300.1	1207	1112	934	1193	1086	1052	0.132175471	0.301305838	0.487192624
VIT_217s0000g07270.1	0	3	0	12	10	6	3.308823966	0.015768687	0.053628781
VIT_202s0025g05170.1	5	9	9	2	7	6	-0.569577509	0.546037812	0.712282389
VIT_208s0032g00050.1	176	142	178	118	182	155	-0.045997706	0.847806414	0.919846259
VIT_204s0008g03360.1	150	117	101	82	105	102	-0.250155876	0.293231373	0.478536424
VIT_209s0002g01740.1	15917	11865	12061	10444	12693	12690	-0.058311347	0.595444295	0.750484124
VIT_219s0014g03300.2	9762	6812	5067	7203	8205	7672	0.208982537	0.184771811	0.349294443
VIT_200s0372g00030.1	52	52	34	8	26	26	-1.115673513	0.026830876	0.08217549
VIT_203s0110g00200.1	22	21	18	9	18	15	-0.454000703	0.419203956	0.602675965
VIT_200s0372g00020.1	34	16	28	8	2	28	-0.949826932	0.23819375	0.415818496
VIT_200s0227g00170.2	1875	1418	1273	1451	1272	1123	-0.139194132	0.364039045	0.550666761
VIT_215s0046g01800.1	9	3	8	2	2	0	-2.217696001	0.098474593	0.222655843
VIT_207s0185g00140.1	532	545	388	497	397	400	-0.077473827	0.672299751	0.805907647
VIT_212s0057g00170.1	222	262	101	8	1	8	-4.988395978	5.04E-21	5.23E-19
VIT_219s0014g00860.1	3172	2855	2500	2716	2802	2857	0.068322903	0.449909803	0.630490914
VIT_210s0003g04860.1	2	2	0	3	1	1	0.481878067	0.796741283	1
VIT_214s0060g02270.1	1283	863	547	741	727	553	-0.284312213	0.22099767	0.394957014
VIT_213s0074g00450.4	1974	1663	1845	1625	2955	3337	0.604664499	0.005153079	0.021592403
VIT_218s0001g14230.1	1268	1153	1118	1690	1431	1545	0.491481002	0.000180579	0.001250006
VIT_207s0031g00020.1	10	10	1	2	4	4	-0.940999115	0.408536839	0.592730726
VIT_219s0090g01540.1	3523	2924	2746	2727	3013	3194	0.052561117	0.579626203	0.739071152
VIT_203s0063g00770.1	124	148	185	226	203	269	0.67566528	0.010095535	0.03739684
VIT_218s0001g04990.1	2	0	0	0	0	0	-1.619158059	0.689479719	1
VIT_200s0265g00030.2	324	295	231	305	369	360	0.378109132	0.018396428	0.060668324
VIT_203s0038g04580.1	529	420	408	323	330	353	-0.335831748	0.017790614	0.059138291
VIT_200s1286g00010.1	561	467	630	449	493	442	-0.182920008	0.322087426	0.508450916
VIT_209s0002g08450.1	4	6	0	10	30	17	2.617396948	0.005056664	0.021265284
VIT_218s0001g00980.1	41	40	30	31	19	23	-0.501299392	0.25341814	0.433586361
VIT_208s0007g05685.1	67	89	103	53	64	89	-0.272428003	0.434088845	0.616165836
VIT_201s0010g03830.1	2916	2921	2388	3408	2758	2664	0.199930039	0.181245776	0.345062894
VIT_200s0454g00020.1	256	201	219	242	327	283	0.422307826	0.020717724	0.066758177
VIT_214s0219g00080.1	2396	2392	2443	1855	2186	2351	-0.100197376	0.45215609	0.632520015
VIT_212s0028g02540.1	2951	3251	2726	4266	3474	3144	0.377521548	0.021881157	0.069689688
VIT_201s0011g06400.2	325	93	25	36	75	57	-1.213448684	0.050360669	0.134576094
VIT_206s0004g07160.1	92	56	61	32	36	52	-0.699536288	0.048073777	0.129852266
VIT_211s0103g00460.1	6	5	7	13	7	9	0.778297935	0.338736652	0.525949036
VIT_214s0219g00090.2	26	17	16	34	27	53	1.053751798	0.027189101	0.083057925
VIT_200s0179g00280.1	40	29	13	1	6	11	-2.075119699	0.007955005	0.030837802
VIT_200s0218g00075.1	224	228	246	194	191	166	-0.259820003	0.21247825	0.384586145
VIT_211s0206g00120.1	29213	30359	25176	35770	25929	23808	0.110981936	0.535546103	0.703784182
VIT_203s0038g04110.1	70	53	29	121	161	139	1.583085059	2.27E-07	3.39E-06
VIT_217s0000g06696.1	36	27	14	17	11	11	-0.851875261	0.141958224	0.291810938
VIT_201s0026g02480.1	10852	9502	8448	12453	8719	8191	0.133083593	0.458158198	0.638217772
VIT_208s0007g07570.7	8271	6763	6055	6700	8240	8575	0.252072401	0.020964577	0.067438351
VIT_211s0206g00130.1	5764	4718	3898	4559	4322	4190	-0.032651758	0.779359315	0.877822353
VIT_217s0000g08020.2	1033	916	998	745	652	654	-0.434580704	0.003536387	0.015892915
VIT_211s0016g02530.3	1059	948	827	1405	1425	1508	0.708814767	1.39E-11	4.37E-10
VIT_219s0014g03020.1	18	21	15	10	36	18	0.320959139	0.599422471	0.753738244
VIT_204s0043g00950.1	0	2	0	1	0	0	-0.829834723	0.834268046	1
VIT_210s0003g05410.1	0	0	1	0	1	1	0.956941561	0.776451664	1
VIT_219s0090g00600.1	150	233	171	38	38	68	-1.874105423	2.04E-08	3.74E-07
VIT_204s0023g00400.2	43	19	17	10	12	17	-0.892545802	0.127801814	0.270468821
VIT_219s0015g02690.1	3475	3140	2841	2164	1769	1566	-0.682769232	1.08E-05	0.000106863
VIT_200s1389g00010.1	256	261	233	262	300	385	0.419435885	0.028598404	0.086587583
VIT_211s0149g00040.2	547	405	475	522	539	484	0.2073615	0.183008374	0.347068366
VIT_200s2015g00010.1	0	4	2	8	12	19	2.74294359	0.010127226	0.037477231
VIT_210s0003g02540.1	4	0	0	0	1	0	-1.650348385	0.637079189	1
VIT_208s0007g03170.1	22	20	21	14	18	7	-0.603012427	0.310842321	0.497663787
VIT_202s0025g02980.1	3	0	5	1	0	0	-2.839709605	0.239958774	1
VIT_207s0005g03110.1	1483	1269	1276	926	782	937	-0.513819851	0.00012576	0.00091796
VIT_218s0001g07910.1	0	2	1	0	1	0	-1.450495663	0.637732874	1
VIT_208s0032g00150.1	86	151	84	135	100	50	-0.078064496	0.850519711	0.921457616
VIT_219s0135g00100.1	2639	2358	2063	2883	2431	2450	0.2364902	0.06734712	0.168076609
VIT_218s0001g01310.1	111	179	225	19	102	155	-0.878857792	0.284725358	0.469556962
VIT_216s0115g00435.1	4	0	2	0	1	0	-2.340553588	0.373134962	1
VIT_219s0027g01060.1	236	306	314	505	603	767	1.194718521	9.51E-08	1.53E-06
VIT_218s0001g09260.1	689	578	555	576	571	660	0.081498946	0.528390758	0.698081129
VIT_209s0002g02120.1	929	1510	832	1552	2264	2594	1.045368217	1.43E-05	0.000136719
VIT_206s0004g06020.1	5028	4339	4302	5266	5898	6150	0.429800547	5.48E-06	5.82E-05
VIT_209s0002g01360.1	91	84	131	117	103	148	0.332305092	0.281797674	0.466505916
VIT_208s0007g02800.1	559	824	806	1084	1124	1543	0.836960431	0.000224893	0.00151257
VIT_213s0067g01520.1	0	0	0	2	0	0	2.003825415	0.619263398	1
VIT_207s0005g06310.3	356	349	232	264	246	193	-0.308937329	0.149466547	0.302385318
VIT_205s0051g00460.1	1308	1100	1349	917	1080	991	-0.250408215	0.092908254	0.213588408
VIT_219s0090g01660.1	3542	2908	2770	1960	2459	2609	-0.300456824	0.011111119	0.040581995
VIT_209s0002g06420.2	3853	4346	3085	4033	3811	3417	0.09163542	0.536521864	0.704523344
