gene	red1	red2	red3	white1	white2	white3	log2fold	p.value	q.value
VIT_10s0071g00330.t01	45	71	74	162	378	304	2.243277706	2.29E-12	7.53E-11
VIT_00s0532g00040.t01	142	186	146	103	94	107	-0.539283556	0.015248558	0.051956284
VIT_10s0003g02900.t01	2590	1571	2929	8227	6398	5499	1.573357512	1.42E-09	3.06E-08
VIT_01s0011g00900.t01	69	100	79	99	79	64	0.075669952	0.802122738	0.890137369
VIT_01s0011g04800.t01	1786	2518	2051	2210	2038	1878	0.054460816	0.665820602	0.801300702
VIT_01s0011g01130.t01	621	585	557	408	561	592	-0.097504078	0.589921524	0.74588986
VIT_15s0048g02840.t01	2171	2786	2286	2290	2597	2334	0.094424401	0.343249507	0.529251446
VIT_14s0060g01290.t01	39878	40643	41714	56308	50352	51509	0.460988062	0.000213971	0.001428781
VIT_05s0094g00400.t01	2179	2799	2862	2473	2144	2213	-0.098187153	0.463310534	0.641923109
VIT_07s0031g02440.t01	307	476	380	473	490	581	0.514977414	0.001176825	0.00619125
VIT_08s0040g00820.t01	52	20	108	350	457	370	2.757878112	4.96E-05	0.000392184
VIT_05s0051g00240.t01	1	2	2	0	3	5	0.764054514	0.650302971	0.790784176
VIT_13s0175g00230.t01	527	576	512	353	495	467	-0.209854428	0.195433019	0.362422437
VIT_19s0027g00530.t01	54	121	74	71	101	94	0.215726014	0.497909588	0.671890372
VIT_01s0010g03590.t01	25	24	18	7	10	13	-1.077632057	0.075623645	0.181905096
VIT_05s0020g01100.t01	286	495	377	248	291	429	-0.150482158	0.509756402	0.682238854
VIT_14s0006g01860.t01	1	0	1	1	1	1	0.61902185	0.791559641	1
VIT_15s0045g00440.t01	117	122	102	74	171	167	0.350012053	0.281482249	0.463909814
VIT_14s0066g01410.t01	1271	1100	1287	1785	1500	1554	0.485808842	0.004568217	0.019266618
VIT_06s0080g00840.t01	5	5	4	0	0	0	-4.576934817	0.020538058	0.066077003
VIT_11s0016g05010.t01	2955	2962	3063	3763	3826	3563	0.39928741	0.001185384	0.006224725
VIT_10s0116g00130.t01	316	278	329	281	336	341	0.131352951	0.495073902	0.669879868
VIT_09s0002g08330.t01	71	142	95	78	96	96	-0.073385938	0.795865377	0.886631126
VIT_17s0000g05360.t01	155	211	178	54	169	275	-0.04487439	0.915866585	0.954461505
VIT_18s0001g09990.t01	75012	124035	90188	82101	73588	69271	-0.245074334	0.083419627	0.195622615
VIT_18s0041g00590.t01	0	0	4	0	0	0	-2.789418246	0.482508502	1
VIT_03s0063g00450.t01	31	363	69	5	2	13	-4.327087608	0.000145075	0.001011504
VIT_13s0047g00700.t01	11	5	14	5	0	3	-1.832828084	0.112423391	0.243788084
VIT_13s0067g01520.t01	107	132	136	82	82	123	-0.293044514	0.274524559	0.45641801
VIT_06s0004g06550.t01	748	756	792	547	643	593	-0.279776311	0.049739777	0.132214984
VIT_12s0028g01440.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_04s0008g03330.t01	1107	1629	1164	958	1202	1225	-0.100438243	0.465992387	0.644196564
VIT_03s0038g04640.t01	4	6	2	4	4	10	0.689894928	0.516973318	0.688245716
VIT_17s0000g02290.t01	3253	3611	3436	3348	3090	3315	0.014227718	0.896909127	0.94358501
VIT_06s0061g01410.t01	1119	1587	1275	993	958	937	-0.357091021	0.002812948	0.012899675
VIT_13s0067g02150.t01	0	0	2	0	0	0	-1.788172277	0.657740643	1
VIT_09s0002g00740.t01	6429	7557	6944	7629	9768	9963	0.476367193	2.77E-05	0.000235419
VIT_08s0007g05170.t01	4270	6099	4774	4223	4756	4844	-0.028000998	0.781714131	0.878172331
VIT_05s0124g00400.t01	719	676	652	654	828	695	0.170132896	0.286917987	0.469924951
VIT_00s0227g00030.t01	182	215	194	72	135	125	-0.745630461	0.003868952	0.016746922
VIT_00s0313g00080.t01	4956	5218	4808	4604	6797	6509	0.339734832	0.021316517	0.068063628
VIT_19s0014g03660.t01	928	640	1085	4579	3444	2608	2.078960091	2.47E-15	1.21E-13
VIT_04s0008g05270.t01	2028	2283	2225	1824	1960	2131	-0.053658392	0.620292856	0.768677033
VIT_00s0230g00020.t01	135	158	123	136	146	133	0.09262819	0.667383111	0.802155963
VIT_06s0004g01440.t01	4	18	6	0	3	1	-2.66081358	0.045647337	0.123909275
VIT_19s0014g04520.t01	89	107	107	96	90	60	-0.200943126	0.495252067	0.670002161
VIT_06s0004g05240.t01	284	353	295	111	141	144	-1.140115247	8.23E-10	1.84E-08
VIT_15s0046g01010.t01	1637	1977	1596	1606	1595	1540	-0.038072599	0.728948371	0.844843635
VIT_16s0098g01720.t01	845	713	959	1720	1724	1779	1.130305192	6.37E-11	1.71E-09
VIT_19s0027g00700.t01	516	791	581	630	710	595	0.144111265	0.332505482	0.517529604
VIT_18s0001g07150.t01	1086	1307	1243	2078	2139	1916	0.850658712	6.14E-14	2.57E-12
VIT_06s0004g04560.t01	340	391	371	249	204	245	-0.562948614	0.001331656	0.006868872
VIT_00s0477g00040.t01	290	391	315	260	175	250	-0.433463779	0.039129093	0.110120311
VIT_08s0056g01270.t01	1825	2030	1821	1350	1273	1340	-0.424956088	0.000187461	0.0012733
VIT_04s0023g02540.t01	67	101	78	75	63	62	-0.188897901	0.515893342	0.68724749
VIT_13s0139g00330.t01	1	1	2	0	0	0	-2.775175632	0.369210474	1
VIT_00s0259g00140.t01	245	303	223	306	266	295	0.270348104	0.133137295	0.275121449
VIT_03s0132g00230.t01	1354	1322	1231	871	1214	1111	-0.209473452	0.176430914	0.337416943
VIT_02s0025g02150.t01	3588	4558	3297	2922	3365	3749	-0.091968149	0.46514367	0.643567395
VIT_16s0050g01140.t01	1522	1722	1722	1284	1111	1213	-0.366275546	0.004656274	0.019573107
VIT_11s0118g00280.t01	1399	1620	1317	1216	1189	1293	-0.134512532	0.247889795	0.426217064
VIT_00s0341g00060.t01	566	629	519	318	574	570	-0.146617979	0.495394742	0.670073288
VIT_19s0014g03940.t01	13	12	23	9	5	17	-0.552034308	0.453057456	0.633583129
VIT_01s0146g00520.t01	2169	3074	2707	3027	2443	2512	0.114433083	0.419397137	0.603259907
VIT_07s0141g00790.t01	4644	6308	5189	4408	4883	4695	-0.105320813	0.241577503	0.418411504
VIT_02s0012g01940.t01	2429	2535	2336	2587	2731	2990	0.273915229	0.017687883	0.058712592
VIT_11s0016g04090.t01	64	84	91	74	66	53	-0.206714037	0.505055773	0.678017239
VIT_11s0016g02090.t01	1269	1566	1407	1590	1400	1327	0.126010775	0.335093032	0.520566195
VIT_11s0052g00920.t01	1677	2423	2040	2037	2345	2454	0.257289213	0.022300276	0.070526162
VIT_12s0028g00040.t01	8	10	25	152	164	144	3.510016507	3.05E-18	2.11E-16
VIT_00s1914g00010.t01	7	2	4	0	4	0	-1.689980592	0.330321932	0.515462501
VIT_08s0032g00350.t01	29	25	10	43	35	35	0.909401949	0.079568303	0.188765027
VIT_16s0039g02570.t01	731	770	557	550	548	581	-0.202574279	0.21968422	0.392211274
VIT_02s0025g04980.t01	966	1036	1159	1169	1171	1154	0.234009952	0.082329191	0.193635581
VIT_09s0002g05620.t01	1506	1814	1620	1495	1877	1991	0.210132637	0.086166394	0.200392248
VIT_03s0038g00840.t01	2464	3027	2939	3042	3135	3147	0.241409869	0.013970884	0.048351168
VIT_11s0037g00060.t01	57	49	73	33	34	42	-0.637716644	0.092204981	0.210826589
VIT_07s0005g03360.t01	11541	13015	13414	15513	15200	14743	0.352321459	0.001126824	0.005983506
VIT_15s0107g00200.t01	374	572	431	273	301	306	-0.539192609	0.000599966	0.003504446
VIT_07s0095g00630.t01	0	0	0	0	0	2	1.923621701	0.633981587	1
VIT_07s0031g01850.t01	6214	5316	5344	7529	8145	8403	0.589183569	6.43E-05	0.000493681
VIT_06s0004g00620.t01	1383	1026	1104	3487	2688	2791	1.428149762	2.27E-12	7.48E-11
VIT_00s0525g00020.t01	213	376	300	64	108	96	-1.622667844	8.09E-11	2.13E-09
VIT_08s0007g05600.t01	950	1258	1205	1164	1193	1118	0.126113529	0.292199947	0.475616847
VIT_14s0066g01280.t01	658	605	679	1050	1243	1387	1.000440602	5.29E-10	1.21E-08
VIT_05s0020g02060.t01	51	40	45	34	21	40	-0.438438525	0.313105346	0.497596248
VIT_00s0757g00030.t01	108	190	87	123	110	118	-0.01104953	0.96979095	0.983271939
VIT_08s0007g08250.t01	3315	4547	3541	4357	4442	4526	0.328328197	0.000669768	0.003859975
VIT_17s0000g06300.t01	5728	5640	6229	2921	2967	3294	-0.854856449	3.34E-11	9.31E-10
VIT_09s0002g02750.t01	2025	2800	2452	2348	2316	2208	0.021246652	0.844610862	0.913641749
VIT_05s0077g01930.t01	0	2	7	1	6	1	-0.08046697	0.961474569	0.978830786
VIT_17s0000g03710.t01	721	837	797	680	679	696	-0.102376632	0.396540645	0.582025073
VIT_11s0016g03980.t01	1602	2478	1869	1514	1267	1233	-0.453269085	0.002592159	0.01203176
VIT_16s0098g01400.t01	1333	1789	1602	1217	1122	1039	-0.380028979	0.003058997	0.013820001
VIT_14s0060g01280.t01	43146	51559	46549	47711	55250	53299	0.238937949	0.005094689	0.02107173
VIT_19s0027g00450.t01	673	732	590	632	718	742	0.158485351	0.257862457	0.43745104
VIT_05s0049g00300.t01	2559	2510	2174	2349	1830	2095	-0.117027836	0.465297081	0.643585071
VIT_11s0118g00230.t01	4586	8542	6059	5416	6616	6284	0.049634248	0.74556638	0.855958354
VIT_00s0347g00040.t01	139	123	191	99	148	182	-0.007416099	0.980362189	0.989218801
VIT_00s0301g00160.t01	0	2	0	0	0	0	-1.614346955	0.690362247	1
VIT_19s0014g04620.t01	58	34	35	45	45	45	0.152950772	0.713852679	0.835296647
VIT_14s0068g01730.t01	1286	1402	1445	1417	1386	1225	0.055119348	0.680563856	0.811794293
VIT_19s0090g01020.t01	2661	3116	2923	3041	3260	3159	0.214481933	0.021258798	0.067936174
VIT_14s0068g01580.t01	5	10	5	3	6	4	-0.506117151	0.606568691	0.758261611
VIT_11s0149g00220.t01	1104	1636	1808	1517	1177	1023	-0.180941049	0.376109486	0.562603965
VIT_18s0089g01190.t01	320	290	370	308	278	278	-0.098124819	0.627587633	0.77357203
VIT_18s0001g05800.t01	19171	20953	19697	19993	22163	23740	0.227904872	0.024097132	0.074966309
VIT_02s0154g00240.t01	140	130	122	228	286	302	1.139301341	7.43E-08	1.16E-06
VIT_07s0005g04280.t01	2205	2554	2223	2163	3064	2741	0.279574605	0.034420169	0.099749223
VIT_03s0038g04460.t01	1902	2690	2292	1808	2221	2109	-0.064539938	0.565321848	0.727936923
VIT_17s0053g00030.t01	0	4	1	0	0	1	-2.008410798	0.484343808	1
VIT_15s0046g03350.t01	1446	1760	1767	1740	1926	1763	0.221271531	0.048330043	0.129322541
VIT_04s0023g00010.t01	1774	2478	2001	1720	1929	1858	-0.080739998	0.429266996	0.612699564
VIT_17s0000g06770.t01	80	97	61	45	79	54	-0.32577069	0.335788544	0.521399043
VIT_13s0019g04190.t01	10870	13424	11377	8564	9922	9498	-0.254521566	0.003365585	0.014937354
VIT_18s0001g15350.t01	16	61	36	35	32	27	-0.118482404	0.813863969	0.897263941
VIT_00s0302g00060.t01	240	425	237	173	166	152	-0.756333595	0.001006223	0.005437691
VIT_00s0120g00080.t01	0	0	1	0	0	0	-0.870065105	0.831150269	1
VIT_19s0014g04090.t01	510	476	567	426	601	668	0.201679246	0.309194671	0.493354033
VIT_01s0026g02620.t01	10343	10174	12715	27367	24673	32737	1.434307992	4.67E-19	3.52E-17
VIT_16s0100g00530.t01	2238	3193	2848	2937	2804	2662	0.127332188	0.283634891	0.466282891
VIT_07s0031g00200.t01	4936	5814	5219	5566	4655	4962	0.025679307	0.832891	0.907380876
VIT_05s0077g01590.t01	0	8	2	0	3	0	-1.54911207	0.495183254	0.669988239
VIT_18s0001g07020.t01	369	643	477	411	379	385	-0.225441805	0.196429493	0.36374008
VIT_00s0301g00040.t01	7909	7341	7284	4699	4298	4537	-0.651653975	2.19E-06	2.46E-05
VIT_10s0042g00840.t01	6	7	2	0	0	0	-4.662694541	0.01935995	0.063101036
VIT_03s0091g00810.t01	225	346	249	215	166	159	-0.48787385	0.02575071	0.079100982
VIT_09s0002g00330.t01	7659	6617	7683	9944	12012	13308	0.756745755	1.71E-06	1.97E-05
VIT_12s0134g00260.t01	4	6	2	2	0	1	-1.867168198	0.249537121	0.428117148
VIT_19s0015g01870.t01	2751	3493	2851	2357	2515	2516	-0.201293479	0.028103127	0.084824321
VIT_05s0077g01030.t01	46	95	90	158	155	134	1.068698104	0.000207386	0.001391301
VIT_15s0024g00200.t01	13	5	16	14	34	27	1.186199706	0.077948476	0.185876512
VIT_15s0021g01690.t01	136	245	141	122	109	95	-0.556741594	0.035630427	0.102298418
VIT_14s0171g00480.t01	553	784	555	389	357	405	-0.610325504	6.82E-05	0.000518628
VIT_13s0158g00100.t01	289	849	559	421	416	403	-0.312914698	0.239720094	0.416420778
VIT_01s0011g01330.t01	95	126	79	83	52	59	-0.517645015	0.108312677	0.237641075
VIT_18s0001g01620.t01	2670	3448	2751	3131	3481	3566	0.297225382	0.001877618	0.009192179
VIT_00s1688g00010.t01	33	38	36	24	55	48	0.330270667	0.442010524	0.623724339
VIT_10s0003g02170.t01	2	2	10	0	4	6	-0.432960716	0.761988913	0.866192093
VIT_00s0652g00030.t01	9205	12245	9077	6732	9019	8889	-0.211423295	0.096621852	0.218374351
VIT_08s0007g00530.t01	19559	20495	18253	18618	15250	16723	-0.112044488	0.404100319	0.589044008
VIT_00s0929g00020.t01	1013	1520	1154	1281	1468	1090	0.166786042	0.269669966	0.450801869
VIT_18s0001g10850.t01	0	0	0	2	0	2	2.965234971	0.39987405	1
VIT_18s0001g13760.t01	0	3	4	0	1	0	-2.559896496	0.318343915	1
VIT_14s0060g01590.t01	0	4	0	0	0	0	-2.603111499	0.513174222	1
VIT_02s0012g02800.t01	7	54	12	5	1	1	-3.170029278	0.002706109	0.012486415
VIT_18s0041g01640.t01	59	71	118	31	130	119	0.245346244	0.611796964	0.762208863
VIT_08s0007g03620.t01	3625	4308	4676	6570	5071	4516	0.458551338	0.008579853	0.03249905
VIT_17s0000g03900.t01	6	6	2	2	7	3	-0.141243849	0.902141612	0.946764888
VIT_08s0040g01370.t01	6620	12329	8132	11007	10404	8805	0.282451289	0.095172187	0.215907814
VIT_08s0040g00040.t01	14877	21345	17405	18452	16825	16778	0.065138604	0.560650573	0.724816
VIT_08s0056g00150.t01	1498	1816	1593	2039	1992	2022	0.400153685	6.85E-05	0.000520472
VIT_02s0154g00530.t01	407	516	566	441	364	457	-0.140407815	0.430043374	0.613578211
VIT_13s0067g00330.t01	67	238	140	140	151	110	-0.002654067	0.994094044	0.996884417
VIT_17s0000g09040.t01	26	18	10	29	16	7	0.034587708	0.961594905	0.978855566
VIT_00s0227g00200.t01	971	931	1030	1898	1526	1846	0.932735216	6.06E-09	1.16E-07
VIT_02s0025g02140.t01	75483	91289	78526	82968	76501	77286	0.047535373	0.633062053	0.777932798
VIT_08s0007g08730.t01	8426	9877	8038	5745	8781	7729	-0.154478161	0.287812662	0.470728415
VIT_08s0056g00840.t01	1	4	4	0	2	3	-0.740523617	0.649840033	0.790560654
VIT_05s0077g00610.t01	2578	3369	2935	2756	2775	2491	-0.045430867	0.67151926	0.805351797
VIT_12s0059g02530.t01	188	388	223	85	127	99	-1.239810306	3.88E-06	4.11E-05
VIT_06s0080g00020.t01	58	76	47	53	47	76	0.060655347	0.86213061	0.923682699
VIT_04s0023g01970.t01	742	1050	736	815	721	686	-0.076630432	0.617501268	0.766710626
VIT_17s0000g02450.t01	37	27	51	19	38	44	-0.125709968	0.797307224	0.887445656
VIT_00s0203g00110.t01	106	143	106	98	129	119	0.061958162	0.792838919	0.885219227
VIT_09s0018g00500.t01	9	7	2	0	4	1	-1.791807134	0.213419423	0.383991694
VIT_06s0080g01050.t01	2015	2459	2567	2446	2280	2135	0.060332935	0.643725193	0.78539619
VIT_13s0019g04820.t01	1804	2157	1840	1302	1387	1516	-0.36964757	0.000422827	0.002578976
VIT_00s0515g00020.t01	114	81	113	52	74	133	-0.190424963	0.621075696	0.768925576
VIT_00s0269g00030.t01	216	252	299	276	261	264	0.156329713	0.416966368	0.600797869
VIT_05s0094g00060.t01	1666	1938	1774	1431	1517	1505	-0.178637034	0.072159922	0.175522799
VIT_06s0061g00860.t01	1835	1938	1823	1934	2293	2425	0.335301456	0.005965221	0.024029835
VIT_05s0020g01850.t01	3933	4564	3885	4908	5501	5630	0.465928645	1.19E-06	1.43E-05
VIT_00s0179g00260.t01	2916	2606	2379	988	1487	1757	-0.829003231	4.05E-05	0.000329179
VIT_01s0026g00100.t01	80	114	90	83	103	98	0.101127861	0.68769424	0.816572026
VIT_07s0031g00490.t01	350	487	386	245	383	400	-0.154447315	0.43436182	0.617059673
VIT_06s0009g01730.t01	543	545	541	400	413	435	-0.297764077	0.046014107	0.124640366
VIT_16s0013g00040.t01	2	0	2	0	0	0	-2.847908903	0.422276216	1
VIT_05s0029g00020.t01	8797	11409	10565	15513	13150	13325	0.551546145	7.44E-06	7.35E-05
VIT_12s0057g00440.t01	794	1188	832	877	796	690	-0.139301969	0.388651265	0.574871319
VIT_11s0016g00720.t01	2941	3543	3118	2602	2799	2873	-0.119777584	0.181558735	0.344444297
VIT_18s0001g12350.t01	9098	10645	9262	7668	10142	9806	0.019169185	0.868084322	0.926593828
VIT_03s0017g02110.t01	382	416	349	22	144	172	-1.696130257	0.023552071	0.07358054
VIT_05s0062g00570.t01	9	13	11	6	5	4	-1.029718098	0.208265124	0.378283876
VIT_13s0047g00470.t01	6	6	8	4	4	5	-0.535929289	0.573852517	0.734665982
VIT_05s0049g01960.t01	24	39	28	32	65	50	0.792466047	0.059144449	0.150754808
VIT_17s0053g00140.t01	10648	11360	10292	9635	11878	12071	0.142079611	0.219202241	0.391533951
VIT_13s0067g02260.t01	218	228	223	176	237	228	0.023649786	0.903240335	0.947345241
VIT_14s0128g00810.t01	438	384	384	230	355	324	-0.334112087	0.1125828	0.244018211
VIT_14s0108g01000.t01	855	654	857	115	146	350	-1.893794348	3.61E-08	5.97E-07
VIT_14s0068g01550.t01	352	443	478	400	426	419	0.063522868	0.68544772	0.815308906
VIT_00s2849g00010.t01	6	4	2	2	4	0	-0.931025736	0.528444723	0.698195503
VIT_00s0181g00070.t01	35	31	11	6	15	3	-1.60379287	0.038822091	0.109404235
VIT_02s0025g03940.t01	74	68	59	59	60	57	-0.105843831	0.735834534	0.84959312
VIT_02s0025g00870.t01	1	0	1	0	0	0	-1.844283293	0.647320957	1
VIT_00s2364g00010.t01	1776	3198	2714	2294	2370	2097	-0.069401165	0.662346761	0.799164978
VIT_08s0040g01720.t01	770	858	896	994	853	913	0.223056159	0.120006513	0.25532328
VIT_07s0151g00850.t01	30	50	49	103	105	140	1.535072611	6.23E-07	7.92E-06
VIT_16s0013g01920.t01	928	778	691	1377	1737	2277	1.240322993	2.46E-09	5.04E-08
VIT_19s0014g04630.t01	567	459	492	909	734	819	0.777570435	5.71E-05	0.000444694
VIT_18s0001g06350.t01	270	261	194	184	167	147	-0.451699591	0.052658727	0.137907683
VIT_05s0020g00200.t01	1356	1748	1559	1275	1224	1190	-0.237350036	0.032807965	0.095829056
VIT_08s0007g00100.t01	306	273	249	89	46	30	-2.229955929	1.46E-09	3.13E-08
VIT_15s0048g02830.t01	23	18	20	40	54	61	1.420871804	0.000833325	0.004643623
VIT_17s0000g09290.t01	114	152	110	16	16	8	-3.127378046	2.67E-16	1.50E-14
VIT_11s0016g04710.t01	2683	3405	2740	2438	2459	2570	-0.142143208	0.139445632	0.285220218
VIT_07s0129g00180.t01	2261	2711	2659	2442	3867	3990	0.518850184	0.002064666	0.009954657
VIT_16s0050g00430.t01	40	35	59	8	8	23	-1.710096838	0.003059509	0.013820001
VIT_07s0151g00570.t01	16	21	36	28	23	26	0.172607432	0.738090681	0.850929496
VIT_08s0056g01700.t01	1507	1318	1480	1596	1866	1768	0.357710806	0.018559052	0.060916357
VIT_11s0016g01740.t01	2993	3177	3008	2658	2526	2579	-0.150870197	0.185244113	0.348982595
VIT_00s1194g00020.t01	513	687	689	992	934	843	0.653899483	1.26E-05	0.000116885
VIT_03s0063g01350.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_10s0071g00080.t01	6	6	9	1	2	7	-0.999647198	0.368536668	0.555010792
VIT_13s0084g00120.t01	57	71	85	50	71	62	-0.12831304	0.686721542	0.816117815
VIT_16s0039g00910.t01	400	411	365	230	213	294	-0.586516002	0.002084529	0.010035631
VIT_18s0001g05420.t01	1681	2339	1760	1365	1534	1530	-0.281239333	0.010823333	0.039281319
VIT_17s0000g08780.t01	601	795	686	489	691	652	-0.08922586	0.552681627	0.717903852
VIT_05s0020g03400.t01	0	0	1	2	2	1	2.314989074	0.335830724	1
VIT_13s0067g00620.t01	190	293	220	366	256	223	0.383510615	0.116238869	0.249640281
VIT_06s0061g01100.t01	75	70	72	57	52	40	-0.453907521	0.172078693	0.331705179
VIT_14s0066g01020.t01	10808	15871	12260	10060	11024	11282	-0.161035559	0.11121594	0.241879879
VIT_06s0009g01820.t01	0	2	0	0	0	0	-1.614346955	0.690362247	1
VIT_04s0008g00630.t01	6005	7861	7347	8245	7744	7005	0.218656551	0.066339335	0.164586818
VIT_09s0054g00990.t01	135	196	165	151	114	119	-0.259777906	0.269933276	0.451064169
VIT_09s0002g03240.t01	228	405	299	276	284	283	-0.030298751	0.871018883	0.928160529
VIT_08s0007g04670.t01	1323	1560	1568	1433	1660	1699	0.197937258	0.084810395	0.197951439
VIT_14s0030g00190.t01	1023	1310	984	730	695	699	-0.541234412	2.36E-05	0.000204167
VIT_17s0000g04590.t01	1	1	0	0	0	0	-1.761770193	0.662663	1
VIT_11s0016g00160.t01	1346	1399	1360	1410	2032	1939	0.472595515	0.001709976	0.008493129
VIT_04s0210g00220.t01	20174	26115	21424	18640	20916	20573	-0.072679676	0.383491464	0.569765023
VIT_04s0069g00230.t01	8	12	8	12	18	8	0.546224422	0.446619992	0.628148524
VIT_17s0000g00180.t01	5	13	20	2	11	8	-0.76124832	0.395834834	0.581229592
VIT_18s0166g00300.t01	3102	4254	3390	3234	3442	3483	0.021466141	0.819364331	0.900412031
VIT_03s0063g02630.t01	1645	3097	2254	1687	1381	1496	-0.492774986	0.004547688	0.019194178
VIT_08s0032g00620.t01	1506	2012	1749	1682	1681	1885	0.095254229	0.36836377	0.554849501
VIT_17s0000g07530.t01	4262	4676	3995	3087	4067	3670	-0.169208999	0.170827123	0.329966985
VIT_09s0018g00330.t01	446	446	437	157	188	211	-1.173702793	1.08E-10	2.80E-09
VIT_13s0064g01830.t01	44	59	47	43	68	29	0.000104729	0.999795637	0.999997999
VIT_00s1003g00010.t01	430	990	696	740	665	704	0.125260995	0.558442196	0.722981509
VIT_00s0299g00010.t01	42	54	48	40	88	77	0.597550496	0.10929288	0.238991412
VIT_17s0000g02480.t01	8743	9510	9897	9237	9438	8916	0.061341356	0.575926847	0.735830017
VIT_16s0115g00070.t01	138	184	183	176	138	166	0.029072792	0.895467722	0.942864179
VIT_19s0014g04740.t01	1648	2173	1620	1737	1651	1584	-0.025980954	0.830775086	0.906399081
VIT_00s2507g00010.t01	100	99	162	172	309	224	1.041610465	0.000490327	0.002930595
VIT_14s0068g01940.t01	7928	11469	11539	11706	9555	8729	0.064253665	0.694895199	0.821595341
VIT_03s0063g01250.t01	6	6	9	15	13	7	0.831327196	0.288380436	0.471040579
VIT_07s0005g03020.t01	0	2	0	0	0	0	-1.614346955	0.690362247	1
VIT_14s0036g01270.t01	13	39	21	6	7	9	-1.595264826	0.017635988	0.058557312
VIT_03s0063g02480.t01	1496	2610	2007	2854	3122	3462	0.739312593	2.88E-07	3.99E-06
VIT_12s0055g00370.t01	1139	1752	1482	1210	1199	1010	-0.244927423	0.091416778	0.209316996
VIT_00s2287g00010.t01	6	11	13	10	9	2	-0.396918875	0.655516213	0.794563803
VIT_11s0037g00620.t01	9	19	27	0	14	12	-0.997900502	0.301604371	0.485471724
VIT_18s0001g12220.t01	471	568	516	565	719	881	0.567599562	0.000786219	0.004428548
VIT_08s0007g04550.t01	2638	2216	2061	2201	3073	3189	0.362213015	0.047735798	0.128046693
VIT_10s0003g04740.t01	0	0	1	2	0	0	1.042668923	0.794764495	1
VIT_03s0063g00770.t01	196	138	154	237	213	290	0.670943758	0.009067392	0.034001979
VIT_06s0009g00530.t01	176	174	189	210	164	220	0.228904313	0.303741371	0.487438055
VIT_04s0044g00020.t01	2493	2611	2149	2573	2616	2935	0.252285867	0.047930344	0.128433128
VIT_00s0559g00010.t01	33	44	26	21	31	43	-0.020533987	0.96389371	0.979689258
VIT_00s0313g00060.t01	12	2	3	3	2	2	-1.260576397	0.323441115	0.508611728
VIT_04s0008g04820.t01	160	124	127	99	164	192	0.212334256	0.478755337	0.655390467
VIT_07s0191g00180.t01	8787	11143	9881	8253	7836	9975	-0.096143894	0.408738953	0.592989844
VIT_11s0016g03330.t01	2016	1878	1787	1011	1434	1323	-0.515200771	0.001423118	0.007249891
VIT_12s0059g00420.t01	2	20	2	0	0	2	-3.389886307	0.056983018	0.146484805
VIT_16s0013g01180.t01	258	232	220	180	175	160	-0.378983146	0.075000188	0.180804307
VIT_14s0068g02000.t01	12	19	5	3	11	18	-0.068716929	0.936072308	0.964896575
VIT_15s0048g02060.t01	0	0	0	2	0	0	2.004544108	0.619160268	1
VIT_05s0020g02930.t01	358	408	363	357	404	349	0.068808599	0.648548453	0.789589724
VIT_03s0088g00200.t01	441	593	421	564	590	537	0.32044437	0.028905156	0.086719256
VIT_08s0007g01980.t01	7324	10582	8631	7994	8745	8548	0.035044777	0.71578429	0.836516109
VIT_16s0013g01140.t01	2268	2910	2596	2609	2862	2955	0.213538784	0.021239912	0.067904253
VIT_16s0039g02260.t01	3137	3753	3277	3490	3570	3591	0.162984282	0.069358556	0.170141724
VIT_00s0762g00020.t01	41	93	54	36	29	32	-0.824438241	0.038230757	0.107950382
VIT_12s0035g01640.t01	5	8	0	0	4	3	-0.789056597	0.638569551	0.78234935
VIT_01s0011g05910.t01	0	0	0	0	2	4	3.505983965	0.257050461	1
VIT_00s0229g00150.t01	2	0	0	0	0	0	-1.898831826	0.637247755	1
VIT_17s0000g05780.t01	4321	4548	4401	4679	3979	4034	0.028225074	0.831332898	0.906680095
VIT_06s0004g01520.t01	52	103	89	73	76	63	-0.08658659	0.782672755	0.878742607
VIT_06s0004g06950.t01	0	0	0	0	0	4	2.921767243	0.462214843	1
VIT_18s0122g00690.t01	2182	2542	2753	370	1368	1509	-1.131327098	0.042825686	0.118085228
VIT_14s0066g00180.t01	3082	3404	3440	3384	3098	2777	-0.006205468	0.962831442	0.979223704
VIT_14s0108g01300.t01	235	265	274	324	251	246	0.182719716	0.370179884	0.556753074
VIT_17s0000g02390.t01	159	193	210	150	222	247	0.226942097	0.329095316	0.514180999
VIT_19s0135g00250.t01	101	85	80	158	233	215	1.263614262	9.14E-07	1.12E-05
VIT_03s0038g03820.t01	726	1158	828	738	856	917	-0.002641314	0.985520603	0.991985538
VIT_00s1291g00020.t01	723	996	900	684	541	580	-0.430569916	0.005972746	0.0240517
VIT_18s0001g04640.t01	163	98	140	22	22	44	-2.131577542	1.47E-07	2.18E-06
VIT_02s0012g01280.t01	1130	1207	1112	1072	1349	1432	0.245453743	0.072156613	0.175522799
VIT_12s0057g01370.t01	2116	2912	2578	2656	2716	2751	0.197062496	0.047796765	0.128180196
VIT_08s0056g01130.t01	0	4	4	4	2	3	0.325886995	0.825277161	0.903671523
VIT_16s0022g01460.t01	17777	24768	23018	31003	25801	25774	0.43993145	0.00108833	0.005802237
