gene	red1	red2	red3	white1	white2	white3	log2fold	p.value	q.value
VIT_00s0211g00040.t01	326	476	429	395	402	454	0.126276131	0.412337841	0.596757446
VIT_08s0007g08580.t01	695	983	710	935	877	855	0.266970396	0.051820319	0.136429341
VIT_12s0035g01020.t01	7507	8073	7604	7301	6599	6726	-0.076322777	0.509999895	0.682453837
VIT_19s0015g02840.t01	0	4	4	0	1	2	-1.28271365	0.528502618	0.698195503
VIT_10s0003g00030.t01	2	8	7	4	10	4	0.20488729	0.840285488	0.911201365
VIT_10s0042g00790.t01	1	8	4	0	4	2	-0.974806804	0.523074686	0.693505564
VIT_18s0001g08160.t01	2	14	13	1	1	1	-3.129296682	0.019715133	0.063967323
VIT_14s0068g00640.t01	14095	17866	14377	13458	14910	15721	0.025648222	0.779616378	0.876813795
VIT_07s0151g00980.t01	13	10	24	17	9	8	-0.379979029	0.59709261	0.751893651
VIT_10s0116g00360.t01	12762	16233	13747	12196	13330	13646	-0.028194394	0.729394814	0.845275174
VIT_09s0002g01040.t01	16358	20903	19286	20692	22506	23842	0.342289736	0.000129054	0.000915272
VIT_00s0450g00010.t01	0	2	0	0	0	0	-1.614346955	0.690362247	1
VIT_02s0025g04750.t01	372	566	491	484	519	634	0.29976729	0.064043819	0.160123533
VIT_11s0037g01120.t01	1887	2394	2674	2905	2472	1995	0.186191011	0.302525894	0.48630549
VIT_14s0083g00160.t01	4943	6641	6653	5970	5494	5092	-0.036581232	0.781211992	0.877897478
VIT_09s0002g04680.t01	39356	46609	39381	38547	38993	36030	-0.045666322	0.638342835	0.782219152
VIT_18s0001g05730.t01	5384	6960	5919	4813	4869	5189	-0.196885841	0.024366465	0.075670548
VIT_10s0003g05440.t01	11	11	6	1	9	6	-0.735750045	0.448222689	0.629320267
VIT_14s0030g00700.t01	2708	3747	3046	2744	2575	2398	-0.193893997	0.097850675	0.220411894
VIT_08s0007g04760.t01	2595	4115	3307	3112	2662	2765	-0.116622884	0.401593084	0.586732826
VIT_02s0025g04920.t01	2139	2322	2172	2807	2896	2961	0.475747594	4.41E-06	4.60E-05
VIT_11s0016g02030.t01	0	4	4	2	4	2	0.141753257	0.925852839	0.959893704
VIT_02s0025g01160.t01	3916	4954	4192	4064	4111	4111	0.010786811	0.902490469	0.946986083
VIT_11s0016g03440.t01	4420	5878	4429	3838	3808	3755	-0.265920239	0.010823507	0.039281319
VIT_14s0068g01500.t01	1668	3167	1589	361	602	744	-1.79649947	1.58E-12	5.33E-11
VIT_02s0012g02810.t01	126	158	89	170	244	257	0.942505002	0.00024667	0.00161927
VIT_12s0057g00350.t01	0	4	2	0	0	0	-3.253078147	0.310996121	1
VIT_05s0124g00390.t01	439	433	381	418	476	442	0.178466988	0.265866646	0.446464877
VIT_07s0031g00100.t01	2527	2737	2705	2240	2244	2189	-0.165295288	0.133565454	0.27571657
VIT_10s0042g00770.t01	16	19	12	13	38	84	1.600622817	0.01406337	0.048605131
VIT_11s0103g00300.t01	2032	2287	2001	1726	1870	1774	-0.14263794	0.170372358	0.329338613
VIT_04s0044g00240.t01	0	6	3	3	1	2	-0.394481978	0.808171864	0.893887729
VIT_07s0031g01550.t01	110	138	128	130	106	128	0.052984271	0.819961755	0.900749284
VIT_18s0001g14380.t01	2382	3045	2552	2421	2783	2473	0.042589028	0.667902188	0.802611336
VIT_04s0008g06630.t01	1379	1892	1589	1407	1693	1689	0.078381362	0.479995817	0.65661753
VIT_12s0059g00050.t01	145	82	145	503	469	379	1.926588654	1.48E-11	4.38E-10
VIT_07s0005g01960.t01	1915	2386	2477	2135	2096	1813	-0.067026813	0.619594024	0.768143612
VIT_08s0040g02830.t01	3220	4488	3231	2247	2890	2857	-0.35139057	0.005801066	0.023492574
VIT_14s0081g00670.t01	0	4	0	0	0	2	-0.775115288	0.816324117	1
VIT_04s0008g01650.t01	0	0	8	0	0	0	-3.789847428	0.273732746	1
VIT_06s0004g02020.t01	81	73	95	14	44	76	-0.832214847	0.098771102	0.222004704
VIT_19s0014g04660.t01	10473	13520	12563	11662	10197	9068	-0.137709677	0.307268438	0.491136156
VIT_08s0056g00850.t01	0	0	0	0	0	4	2.921767243	0.462214843	1
VIT_07s0141g00180.t01	300	408	409	379	341	385	0.085705116	0.606589419	0.758261611
VIT_18s0122g01190.t01	6786	13357	11264	10887	10159	9307	0.072776063	0.680711944	0.811898487
VIT_09s0002g06060.t01	1339	1718	1345	959	1181	1185	-0.307991234	0.010418443	0.038078634
VIT_08s0007g00060.t01	2135	2598	2177	1498	1933	2057	-0.240304853	0.059837925	0.152099132
VIT_04s0008g06140.t01	199	133	184	37	26	26	-2.463220963	1.98E-12	6.60E-11
VIT_12s0059g01170.t01	2048	2649	2469	2121	2530	2477	0.088459079	0.400694371	0.585943225
VIT_05s0124g00530.t01	905	1101	944	1514	1639	1878	0.864730581	1.22E-13	4.92E-12
VIT_01s0011g05960.t01	3468	4176	3707	3982	3945	3964	0.163749015	0.074483334	0.179880276
VIT_18s0041g01750.t01	1801	2059	1766	1491	2074	2246	0.133890904	0.37159529	0.558221845
VIT_12s0057g00470.t01	213	179	182	368	333	352	0.957328773	2.61E-06	2.89E-05
VIT_04s0008g05840.t01	1747	2321	1727	1339	1744	1767	-0.15894994	0.22861102	0.402836932
VIT_04s0023g02670.t01	6	1	4	6	3	2	0.047294789	0.970120814	0.98343544
VIT_18s0086g00540.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_12s0035g00260.t01	76	125	59	38	52	49	-0.790846944	0.024540482	0.076076823
VIT_03s0038g01960.t01	1636	1427	1269	516	604	619	-1.23992942	4.18E-13	1.54E-11
VIT_06s0009g02920.t01	12	12	2	2	0	0	-3.580391058	0.026716138	0.081497391
VIT_16s0039g01330.t01	368	241	375	165	362	463	0.058734217	0.863095814	0.924180879
VIT_09s0002g03250.t01	7900	9761	9890	9349	8652	8008	0.015783796	0.898487217	0.944696781
VIT_09s0018g01160.t01	7	4	2	6	5	4	0.277346965	0.79612359	0.886832491
VIT_09s0054g01830.t01	1120	1249	1130	1017	1236	1227	0.081399488	0.497353758	0.671338148
VIT_10s0003g04100.t01	664	655	682	602	813	1085	0.39871135	0.050434029	0.133704691
VIT_01s0150g00430.t01	1342	1596	1377	1000	1153	1195	-0.272789738	0.01318458	0.04608967
VIT_11s0052g01330.t01	144	19	35	0	4	2	-5.065472382	2.81E-07	3.90E-06
VIT_10s0071g00340.t01	2	5	7	7	7	5	0.553339462	0.576483895	0.736059317
VIT_09s0096g00800.t01	7	15	8	3	3	3	-1.611728457	0.091149357	0.208892685
VIT_12s0028g03160.t01	1248	1612	1463	1594	1643	1654	0.276965946	0.005851871	0.023656477
VIT_11s0206g00070.t01	1574	1780	1419	1609	1747	1938	0.241277482	0.049801112	0.132330982
VIT_09s0002g05110.t01	8481	10523	8743	7154	9199	9190	-0.025789709	0.816579804	0.898905181
VIT_04s0023g02550.t01	2	1	1	1	3	1	0.376445343	0.830528388	1
VIT_09s0002g02930.t01	1379	1842	1435	1452	1488	1696	0.094793413	0.405072278	0.590008903
VIT_15s0045g00240.t01	8	24	12	4	14	10	-0.526770462	0.493202344	0.668382319
VIT_14s0083g00280.t01	0	0	2	0	0	0	-1.788172277	0.657740643	1
VIT_11s0103g00530.t01	49	147	58	59	72	100	0.004122104	0.991917016	0.995743957
VIT_15s0048g01330.t01	1722	2017	1828	1544	1527	1582	-0.163761954	0.107123948	0.235575974
VIT_01s0011g03530.t01	0	12	0	0	0	2	-2.349488883	0.383611043	0.569878807
VIT_03s0038g02890.t01	945	1139	1081	969	1097	982	0.040304654	0.72554895	0.8425133
VIT_06s0004g07540.t01	0	5	0	0	0	0	-2.922559314	0.461212488	1
VIT_03s0063g01400.t01	2	6	2	2	0	2	-1.165459087	0.47457096	0.651844707
VIT_03s0063g01360.t01	2692	3301	2789	3067	3341	3236	0.231567727	0.009831071	0.036371309
VIT_04s0008g01750.t01	3536	4455	4285	4573	4491	4355	0.22700442	0.028267878	0.085220486
VIT_03s0017g00620.t01	74	120	104	65	75	128	-0.05111905	0.874833204	0.930500867
VIT_01s0010g03190.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_12s0034g01790.t01	3468	4275	3511	3725	4785	5110	0.368141943	0.002950207	0.013424263
VIT_18s0001g12250.t01	2553	3342	2862	2683	3069	2833	0.070291545	0.455911947	0.635750052
VIT_11s0037g01390.t01	16	41	22	32	15	34	0.173748275	0.751444348	0.860014477
VIT_11s0052g01850.t01	2923	4087	3222	3074	3224	3196	-0.003956294	0.967627592	0.982025437
VIT_07s0005g06220.t01	1135	1181	1156	905	994	1043	-0.152171524	0.221535619	0.394225622
VIT_08s0007g01020.t01	131	259	252	213	286	213	0.261205158	0.301972512	0.485961808
VIT_04s0044g00630.t01	2649	2700	2611	2326	2243	2162	-0.15314453	0.214886086	0.385962245
VIT_18s0001g15720.t01	212	216	304	126	123	166	-0.735252449	0.003246733	0.014502625
VIT_08s0040g00720.t01	207	232	230	256	354	349	0.606897018	0.001101115	0.005861946
VIT_10s0405g00050.t01	321	337	276	261	219	216	-0.330079583	0.091071778	0.208798489
VIT_18s0001g12590.t01	0	3	0	0	0	0	-2.19202714	0.584156955	1
VIT_04s0008g03340.t01	86	139	106	84	62	91	-0.370000522	0.192263297	0.358285401
VIT_03s0038g03460.t01	10	16	10	19	11	20	0.588025701	0.352952656	0.539646878
VIT_08s0007g01140.t01	4232	4953	4237	4202	5323	4937	0.199090507	0.065024622	0.162009659
VIT_12s0057g00400.t01	1137	1545	1286	1526	1908	1746	0.483770654	2.27E-05	0.000197518
VIT_01s0010g03290.t01	388	575	486	320	320	300	-0.517934203	0.000810738	0.004543189
VIT_14s0219g00150.t01	20204	24657	22583	20703	19499	19916	-0.067952468	0.474092235	0.651382532
VIT_19s0014g03820.t01	28	66	42	40	46	50	0.122688248	0.753202103	0.860927881
VIT_00s2342g00010.t01	498	693	566	619	688	562	0.1926281	0.175428738	0.336278697
VIT_04s0023g03770.t01	139	209	147	142	135	127	-0.18371024	0.402094277	0.587240251
VIT_00s1287g00020.t01	190	180	257	243	207	160	0.048638748	0.853699145	0.918871307
VIT_17s0000g00250.t01	54	84	90	46	40	24	-0.941040553	0.015340356	0.052237973
VIT_01s0010g03170.t01	41	34	53	25	27	36	-0.465228661	0.280687673	0.463197387
VIT_00s0398g00040.t01	11	12	1	10	9	15	0.600907786	0.508153402	0.680938049
VIT_00s0125g00310.t01	57	116	127	87	52	76	-0.361034263	0.3198442	0.50506708
VIT_14s0036g00570.t01	4413	6117	4723	4087	5146	5685	0.067371232	0.599849804	0.753580652
VIT_07s0104g00340.t01	5200	5931	5021	4239	5847	5979	0.079865206	0.555435287	0.720269681
VIT_13s0019g03570.t01	10	14	9	4	6	8	-0.775920023	0.331573257	0.516605393
VIT_07s0185g00130.t01	1289	1415	1275	1669	1943	2047	0.596839623	3.44E-07	4.68E-06
VIT_15s0046g00270.t01	2293	3485	3986	3577	2566	1773	-0.187744465	0.455813027	0.635728262
VIT_08s0007g03850.t01	1161	1719	1520	1386	1221	1181	-0.107071369	0.449437851	0.630330667
VIT_13s0064g00720.t01	1884	2838	2059	1834	2042	1942	-0.113197583	0.338809244	0.524666256
VIT_07s0005g05670.t01	1843	2327	2037	1779	1530	1539	-0.254534509	0.04183396	0.115993241
VIT_00s0521g00010.t01	2	8	0	6	4	2	0.452528751	0.752044139	0.86037547
VIT_06s0009g03370.t01	0	0	0	1	4	0	3.258850547	0.32701575	1
VIT_11s0016g04790.t01	14	14	10	9	11	8	-0.351055383	0.611602972	0.762197669
VIT_03s0180g00070.t01	42478	41797	40251	80233	73994	75933	0.973273854	4.77E-15	2.24E-13
VIT_14s0066g00960.t01	25869	32214	30662	31684	26584	26772	0.039691582	0.751656116	0.860070418
VIT_18s0001g14550.t01	1653	2677	1767	1439	1922	2005	-0.075854173	0.634454988	0.778726906
VIT_12s0028g01550.t01	734	841	769	752	836	837	0.141287031	0.225912479	0.39971548
VIT_18s0001g11360.t01	73	128	78	111	128	86	0.336836344	0.248072482	0.426467123
VIT_14s0060g00250.t01	1127	1441	1714	2796	3053	2978	1.138316341	2.32E-14	1.01E-12
VIT_19s0085g00960.t01	61	103	115	85	101	74	0.004118455	0.98932475	0.994100531
VIT_11s0016g00210.t01	3320	4376	4389	6194	8167	7488	0.949088159	7.44E-14	3.08E-12
VIT_06s0061g00790.t01	26222	26954	25480	29906	28839	28503	0.238454577	0.03516183	0.101346981
VIT_01s0011g04970.t01	2511	3305	2863	3281	3680	3556	0.376123823	3.27E-05	0.000273218
VIT_09s0002g07060.t01	2599	3162	2824	2442	2283	2178	-0.215790003	0.051531743	0.135857492
VIT_06s0009g01110.t01	2005	1901	1946	6438	5856	5723	1.708471228	1.52E-34	4.34E-32
VIT_18s0089g00270.t01	17	18	22	23	29	26	0.539896861	0.270254924	0.451450135
VIT_19s0015g00170.t01	849	1106	980	1114	956	890	0.116245853	0.422835416	0.606620459
VIT_19s0014g02530.t01	195	179	195	99	148	146	-0.457025729	0.058735208	0.149855395
VIT_15s0046g00330.t01	0	6	0	0	0	0	-3.183883835	0.420978091	1
VIT_17s0000g02240.t01	2579	3501	3172	2721	2485	2420	-0.174717388	0.140176928	0.286154253
VIT_08s0032g00320.t01	153	193	155	184	118	127	-0.116466057	0.650495849	0.790784176
VIT_02s0025g02270.t01	1250	1329	1393	1558	1509	1598	0.32157924	0.009153573	0.034257825
VIT_18s0072g00920.t01	0	5	5	8	6	5	1.077929594	0.367122768	0.553573264
VIT_05s0020g04110.t01	203928	236751	209581	169149	136583	144960	-0.43013057	0.000762494	0.004316149
VIT_02s0025g00530.t01	7	2	0	0	0	0	-4.01424454	0.143987469	1
VIT_01s0010g00560.t01	2271	2384	2093	1896	2157	2399	0.021572759	0.865168686	0.925430599
VIT_16s0039g02270.t01	2634	4193	3075	2827	2696	2419	-0.203943859	0.139900735	0.285907456
VIT_18s0117g00400.t01	9	13	13	6	15	7	-0.228566543	0.759044336	0.864671551
VIT_16s0098g00940.t01	898	808	925	1561	1157	1135	0.637868852	0.001025392	0.00552173
VIT_08s0007g02200.t01	2993	4212	3763	4262	3796	3622	0.197532426	0.120955977	0.256556646
VIT_13s0067g03550.t01	36	52	57	23	30	40	-0.545436225	0.181167303	0.343876958
VIT_15s0021g00370.t01	1205	1410	1262	1188	1197	1178	-0.026640583	0.803148925	0.890930717
VIT_10s0042g01130.t01	3643	5094	4325	3465	4160	4568	0.000329526	0.997765816	0.998806548
VIT_00s0230g00030.t01	1214	1467	1214	969	1302	1347	-0.014948347	0.914100483	0.953516145
VIT_14s0083g00430.t01	9	11	13	17	13	7	0.268990703	0.704241388	0.82862359
VIT_03s0063g02670.t01	4	0	0	11	15	4	2.913887878	0.037384926	0.106049074
VIT_01s0010g02470.t01	239	191	198	173	200	204	-0.047627095	0.832639165	0.907287286
VIT_07s0151g00090.t01	3261	4163	3464	3503	3462	2959	-0.031985375	0.787350849	0.881477234
VIT_06s0004g03930.t01	2	0	4	3	2	5	0.777464726	0.610129938	0.7609426
VIT_12s0059g01370.t01	52	63	51	15	7	22	-1.81734692	0.000206062	0.001384041
VIT_10s0116g00020.t01	131	106	141	191	232	240	0.885340349	0.000211435	0.001413496
VIT_19s0027g00490.t01	4059	5092	4424	4195	5547	5507	0.261029792	0.0257734	0.079131877
VIT_08s0007g01400.t01	35	58	70	10	4	24	-1.99962807	0.001018267	0.005493699
VIT_06s0004g02840.t01	2515	3597	3523	3846	3379	3084	0.204671787	0.168490336	0.326947077
VIT_01s0127g00060.t01	39172	42456	37293	33639	37506	36721	-0.051584609	0.603670145	0.75599735
VIT_06s0004g00920.t01	481	460	429	284	443	365	-0.248358043	0.204777006	0.373965473
VIT_18s0041g00240.t01	24	38	31	30	32	38	0.209654824	0.611692554	0.762197669
VIT_02s0025g01430.t01	2495	2852	2540	836	1393	1549	-0.978336914	2.69E-07	3.76E-06
VIT_16s0098g01800.t01	7	6	4	15	12	21	1.58310016	0.033199972	0.096753343
VIT_13s0139g00140.t01	85	43	54	60	111	104	0.642088251	0.109986931	0.240020196
VIT_01s0010g03540.t01	41	63	28	30	38	51	-0.041966026	0.921673756	0.957381663
VIT_11s0016g01970.t01	22	18	23	10	2	6	-1.715872736	0.022422367	0.070824244
VIT_19s0090g01090.t01	486	991	618	373	476	439	-0.580361049	0.003955772	0.017086459
VIT_05s0102g01130.t01	821	823	949	536	655	814	-0.290876976	0.105233952	0.232491491
VIT_07s0005g02170.t01	5993	6722	6957	7593	8060	7935	0.352559579	0.000623076	0.003621874
VIT_14s0068g01040.t01	4	44	18	6	4	9	-1.616875009	0.06575843	0.163430431
VIT_15s0021g01180.t01	1999	2631	2518	3859	3032	2650	0.523211665	0.001988175	0.009644757
VIT_04s0044g01160.t01	4	40	4	0	0	0	-6.22979695	0.000273879	0.001773977
VIT_07s0185g00040.t01	2113	2273	2124	2419	1750	1523	-0.094726842	0.619262685	0.767899144
VIT_19s0176g00040.t01	16	4	6	2	10	17	0.164780335	0.86782511	0.926494048
VIT_00s0686g00020.t01	635	863	686	732	674	718	0.063825689	0.620912839	0.768925576
VIT_04s0023g03510.t01	6470	8674	7157	7723	6403	6167	-0.029098908	0.828126879	0.90496906
VIT_18s0001g09660.t01	45	159	69	2	4	14	-3.629122343	2.31E-08	3.99E-07
VIT_09s0002g00340.t01	10704	18701	14184	8507	9212	9371	-0.571691754	2.03E-05	0.000179202
VIT_16s0039g02560.t01	74	73	60	61	60	58	-0.120155482	0.695530632	0.822088733
VIT_00s1955g00010.t01	357	434	366	382	500	476	0.324277115	0.032764151	0.09573772
VIT_16s0050g00090.t01	8697	12886	10677	9881	9397	9135	-0.074508603	0.508717849	0.681375408
VIT_07s0255g00030.t01	866	688	1426	208	149	239	-2.24752051	1.64E-14	7.23E-13
VIT_12s0034g02290.t01	0	0	1	2	5	4	3.435015528	0.078668027	0.187193008
VIT_02s0012g01070.t01	21	32	22	14	12	22	-0.537995436	0.317551592	0.502521169
VIT_18s0001g14420.t01	49	127	55	35	16	16	-1.631030505	0.001104965	0.005876729
VIT_18s0001g01650.t01	64	84	91	82	83	96	0.223735105	0.415585254	0.5994869
VIT_00s0396g00010.t01	364	353	206	196	252	160	-0.515462742	0.061251198	0.154726998
VIT_07s0130g00180.t01	240	284	262	187	180	108	-0.626482501	0.012195856	0.043160514
VIT_08s0032g00460.t01	8321	13955	7388	6556	5494	5191	-0.658828851	0.00049237	0.002940246
VIT_16s0098g00280.t01	1050	1525	1382	1245	1176	1068	-0.074698561	0.588830521	0.745216252
VIT_00s0173g00030.t01	0	4	2	0	2	0	-1.423691241	0.579846089	1
VIT_11s0016g01530.t01	646	680	603	360	415	518	-0.491491968	0.003599552	0.015761892
VIT_04s0069g00140.t01	0	1	1	0	0	0	-1.703202091	0.673625106	1
VIT_04s0044g02040.t01	3378	4609	4048	2932	3347	3273	-0.233239848	0.015756503	0.053377222
VIT_08s0007g00930.t01	8104	8588	7940	9762	9632	8728	0.282192277	0.01551784	0.052701273
VIT_00s0220g00140.t01	0	2	0	0	0	0	-1.614346955	0.690362247	1
VIT_06s0080g00790.t01	389	661	460	447	379	383	-0.202737233	0.266400761	0.447197817
VIT_07s0005g00230.t01	2185	2766	2356	2247	2208	2107	-0.055038941	0.589245597	0.745494333
VIT_06s0009g02760.t01	4	2	2	0	2	0	-1.964038942	0.337819816	1
VIT_19s0015g01210.t01	5361	7650	6001	6486	6640	6566	0.156447584	0.110659498	0.241005478
VIT_17s0000g00590.t01	1149	1884	1559	1585	1257	1335	-0.020729903	0.898597054	0.944723572
VIT_07s0151g00020.t01	0	0	0	2	2	6	4.261172478	0.055735916	0.14406508
VIT_12s0034g00080.t01	2297	2336	2020	1120	982	982	-1.018316287	1.92E-12	6.41E-11
VIT_14s0068g00720.t01	4402	5366	5053	5179	6602	6476	0.392685148	0.000369459	0.00229317
VIT_19s0015g02680.t01	2830	3160	3635	5665	4718	4458	0.719886821	4.89E-06	5.04E-05
VIT_00s0566g00010.t01	859	950	945	890	710	634	-0.204578351	0.24106839	0.417909064
VIT_13s0019g01250.t01	0	0	0	2	0	0	2.004544108	0.619160268	1
VIT_03s0038g02450.t01	70	36	62	54	58	72	0.187437075	0.637727739	0.781694434
VIT_05s0062g01340.t01	487	828	646	464	452	428	-0.43079881	0.008481961	0.032223572
VIT_09s0070g00870.t01	4	3	8	0	0	0	-4.692814411	0.017278292	0.057536511
VIT_13s0067g02920.t01	0	0	1	0	0	1	0.091715575	0.982067696	1
VIT_08s0007g00740.t01	17564	20541	18873	18844	15470	14459	-0.124568252	0.371956758	0.558513904
VIT_13s0019g01010.t01	1939	2078	2323	3013	2788	2666	0.508534475	0.000203953	0.001372698
VIT_12s0035g01840.t01	8737	10397	8721	7820	11222	10918	0.194645881	0.148080193	0.297786054
VIT_09s0002g07110.t01	13082	29263	18599	15587	18866	17887	-0.092405733	0.621536266	0.769094027
VIT_19s0014g01920.t01	50	61	42	11	10	11	-2.157959283	4.74E-06	4.91E-05
VIT_00s0499g00020.t01	0	0	0	2	4	4	4.260592905	0.051336522	0.135530076
VIT_13s0064g01450.t01	3600	4799	4383	3733	2925	2971	-0.30243812	0.03697236	0.105179894
VIT_18s0072g00460.t01	4662	6140	5916	8368	8272	8426	0.684322821	2.69E-11	7.66E-10
VIT_09s0002g08940.t01	2138	2755	2499	2181	2737	2817	0.160262756	0.166205853	0.324000431
VIT_16s0050g02540.t01	5	3	0	2	4	4	0.377861764	0.795534011	0.88640588
VIT_05s0077g01240.t01	7901	7644	7502	9593	9479	9735	0.406579128	0.00086453	0.004790692
VIT_18s0001g02760.t01	4891	5328	4670	2104	2989	2920	-0.808890932	8.70E-09	1.63E-07
VIT_04s0008g01570.t01	13850	14257	12995	9845	5668	5588	-0.860957979	0.000114683	0.000824714
VIT_05s0102g00410.t01	417	531	396	335	361	334	-0.283978652	0.059228704	0.150902373
VIT_01s0010g03380.t01	4464	5816	5945	7433	5822	5486	0.312738145	0.052214015	0.137132492
VIT_05s0077g01660.t01	2	4	2	0	0	0	-3.732090385	0.122486907	1
VIT_08s0007g07390.t01	99	66	81	16	8	33	-2.046032256	6.33E-05	0.000487269
VIT_05s0020g04660.t01	60	56	53	40	44	59	-0.158944167	0.648797872	0.789825857
VIT_14s0108g00350.t01	466	415	467	585	467	537	0.321643064	0.086904002	0.201564115
VIT_16s0022g02530.t01	107	113	124	79	69	85	-0.471863091	0.072645132	0.176408484
VIT_04s0023g00840.t01	2084	2786	2645	2359	1959	2110	-0.121520299	0.362977435	0.549348558
VIT_07s0005g06180.t01	619	555	636	508	571	600	-0.029707355	0.858520227	0.921763933
VIT_10s0071g00870.t01	8	8	7	8	3	9	-0.107098094	0.903204053	0.947345241
VIT_19s0177g00140.t01	31152	60517	39719	20577	18546	19874	-1.029891708	3.12E-10	7.40E-09
VIT_05s0094g01140.t01	47	44	26	35	44	24	-0.09618068	0.832807944	0.907380876
VIT_08s0058g01360.t01	36186	45380	36577	34559	39465	36779	0.004883978	0.95638196	0.976250624
VIT_01s0011g01860.t01	59	70	60	51	67	54	-0.042321385	0.891098516	0.940166009
VIT_01s0026g02510.t01	109	126	108	86	100	105	-0.144563449	0.543810801	0.710547586
VIT_12s0028g03130.t01	20422	27729	22176	19192	24524	24075	0.045804475	0.674940133	0.807804308
VIT_11s0065g00660.t01	238	366	293	258	207	213	-0.291897236	0.137121006	0.281792344
VIT_04s0044g01670.t01	3147	2730	2795	2602	3253	3602	0.198646132	0.223278002	0.396463468
VIT_01s0011g03800.t01	2	5	6	4	0	5	-0.405850631	0.767501676	0.869481257
VIT_11s0078g00210.t01	4	5	4	3	6	6	0.29605496	0.773894545	0.873932896
VIT_18s0001g15750.t01	8	2	0	0	0	1	-3.20890395	0.177063859	0.33824722
VIT_01s0127g00680.t01	9269	21447	13536	7159	9920	7262	-0.734112097	0.00044083	0.002667463
VIT_04s0069g01110.t01	178	210	133	155	200	203	0.19283596	0.399094596	0.584553885
VIT_06s0004g08440.t01	1060	960	961	571	618	586	-0.66704455	1.59E-05	0.000144264
VIT_04s0023g02200.t01	1	2	4	2	2	2	-0.122035869	0.934704705	0.964340551
VIT_14s0006g01700.t01	1	1	0	0	0	0	-1.761770193	0.662663	1
VIT_08s0040g01820.t01	34552	44858	33268	18555	22360	18765	-0.816990204	1.03E-12	3.59E-11
VIT_11s0016g05040.t01	470	781	601	392	542	483	-0.278627018	0.103154019	0.228943372
VIT_16s0100g00770.t01	213	509	245	1	80	91	-2.383382753	0.065759032	0.163430431
VIT_04s0008g00640.t01	7382	9331	8564	9635	10502	10423	0.370666151	1.09E-05	0.000102665
VIT_03s0038g00160.t01	1985	2637	2219	2071	1763	1779	-0.180399935	0.156274829	0.309754773
VIT_10s0042g00890.t01	17	4	10	6	0	6	-1.328752482	0.249482477	0.428087551
VIT_01s0146g00360.t01	114	124	141	87	83	86	-0.474961228	0.057346758	0.147172014
VIT_07s0031g01020.t01	921	1291	1048	973	1073	991	0.000893715	0.993758486	0.996849059
VIT_15s0021g01760.t01	3186	3414	3199	3031	3019	2794	-0.056735004	0.619747157	0.76829186
VIT_08s0040g02210.t01	273	170	237	579	581	600	1.436738711	1.21E-09	2.63E-08
VIT_07s0005g06650.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_12s0059g00540.t01	69	118	84	83	108	103	0.226043836	0.400408371	0.585674617
VIT_04s0023g02070.t01	2994	3277	2716	2989	3734	3681	0.299267326	0.014718395	0.050536894
VIT_04s0008g03080.t01	330	451	380	291	332	296	-0.23623919	0.118343276	0.252768724
VIT_00s0199g00150.t01	1424	1619	1365	1598	1487	1386	0.1168497	0.36139586	0.547771818
VIT_00s0287g00050.t01	881	1145	961	773	678	546	-0.475521307	0.004432772	0.018788814
VIT_09s0002g04150.t01	631	757	789	859	760	677	0.17526531	0.272850125	0.454426048
VIT_05s0062g00920.t01	2	18	6	10	3	5	-0.336587814	0.745815118	0.856103221
VIT_10s0003g02540.t01	0	4	0	0	1	0	-1.644789732	0.644649433	1
VIT_14s0060g00350.t01	258	230	234	164	251	275	0.008384715	0.97171665	0.984490209
VIT_07s0104g01440.t01	0	2	0	4	4	0	2.221495942	0.345308209	1
VIT_06s0004g05930.t01	0	5	2	0	0	0	-3.466125976	0.257227274	1
VIT_16s0098g00450.t01	0	0	0	2	1	0	2.56303253	0.513592961	1
VIT_08s0007g00850.t01	2	0	0	1	0	0	-0.936553943	0.813780654	1
VIT_07s0005g02370.t01	97	138	179	26	18	35	-2.290879282	6.42E-10	1.46E-08
VIT_06s0009g02070.t01	3	6	3	6	0	0	-0.825328117	0.631514264	0.776822934
VIT_15s0046g00170.t01	2462	2993	2206	581	491	515	-2.169868476	1.15E-51	7.03E-49
VIT_13s0019g00250.t01	8247	11404	11013	12995	10778	9884	0.241528882	0.107831692	0.236859387
VIT_03s0017g01670.t01	307	361	280	275	270	330	-0.020338742	0.906379417	0.948682877
VIT_17s0000g09090.t01	1196	1932	1510	1443	1766	1790	0.215681638	0.114874789	0.247486642
VIT_18s0001g06030.t01	54	24	45	10	4	0	-3.063697529	0.000206345	0.001385539
VIT_17s0000g09740.t01	3170	3278	3304	4029	3850	3713	0.338766896	0.005132583	0.02121696
VIT_12s0059g02480.t01	4	6	6	21	42	8	2.248484152	0.004899143	0.020406708
VIT_09s0002g02570.t01	24	63	28	10	3	12	-2.057270861	0.00167781	0.00835002
VIT_03s0063g02110.t01	8841	12113	10076	10723	9792	9477	0.056730801	0.610181241	0.760965134
VIT_16s0050g00650.t01	240	383	302	280	289	226	-0.107202184	0.578867796	0.737868726
VIT_08s0032g01210.t01	2459	3303	3114	2249	2003	1907	-0.423277021	0.001119692	0.005948396
